edge_config,mode,node_type,hub_node_id,hub_name,hub_source_url,degree_structural,degree_sim_0.80,degree_sim_0.85,degree_sim_0.90,degree_sim_0.95,degree_total_0.80,n_sources_at_config_thr,sim_ratio_90_80,is_high_thr_hub
EDGE,unconstrained,risk,124754,Civilisational catastrophe from misaligned advanced AI,https://forum.effectivealtruism.org/posts/e2upqGf6q4CiudLMu/ai-risk-intro-2-solv,6,1361,474,9,0,1367,0,0.007,False
EDGE,unconstrained,risk,84363,unverified behavior of deep neural networks in safety-critical contexts,https://arxiv.org/abs/1903.06758,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,risk,223726,Catastrophic reward hacking in autonomous AI systems,https://www.youtube.com/watch?v=13tZ9Yia71c,6,18,3,0,0,24,0,0.0,False
EDGE,unconstrained,risk,142234,Unsafe behavior of deployed ML systems in real-world contexts,https://forum.effectivealtruism.org/posts/Y7croZavYcv88Z7WK/mlsn-8-mechanistic-i,6,44,5,0,0,50,0,0.0,False
EDGE,unconstrained,risk,86094,Unsustainable impacts of AI on environment and society,https://arxiv.org/abs/2205.03824,6,1,0,0,0,7,0,0.0,False
EDGE,unconstrained,risk,119425,Misinterpretation of data structure from misleading t-SNE visualizations in ML research,http://distill.pub/2016/misread-tsne,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,intervention,80379,Deploy real-time recursively feasible planner with forward/backward reachability graphs,https://arxiv.org/abs/1811.07834,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,intervention,121689,Fine-tune LLMs with Constitutional AI self-critique process to reduce misbehavior,https://forum.effectivealtruism.org/posts/jPW3jgfYPBrwHEbog/linkpost-ny-times-fe,6,17,3,0,0,23,0,0.0,False
EDGE,unconstrained,intervention,27117,Host online multi-slot AI safety unconference using crowdsourced topics and automated scheduling,https://www.alignmentforum.org/posts/omj76gXR67jsG4hxs/web-ai-discussion-groups,5,0,0,0,0,5,0,0.0,False
EDGE,unconstrained,intervention,90266,Conduct reinforcement-learning-based Neural Architecture Search during model design,https://arxiv.org/abs/1611.01578,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,114921,Verify C codebases for safety-critical AI systems using VST before deployment,https://intelligence.org/2014/05/27/lennart-beringer/,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,82323,Deploy CycleGAN-based marker ink removal preprocessing in digital pathology analysis workflow,https://arxiv.org/abs/1910.06428,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,123789,Disseminate white papers clarifying limitations of interest-rate inference for AI risk forecasting,https://forum.effectivealtruism.org/posts/Go5CDwyna3hAfngKP/no-the-emh-does-not-,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,91262,Train classifiers with iterative fairness-based example reweighting during training,https://arxiv.org/abs/1901.04966,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,66932,Audit RL agents pre-deployment using saliency-guided generative state visualization,https://arxiv.org/abs/1904.01318,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,91748,Train ML models with Adam optimizer using default hyperparameters,https://arxiv.org/abs/1412.6980,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,67605,Deploy RAID predictive analysis tool in tactical command operations,https://arxiv.org/abs/1607.06759,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,92294,Deploy deep imitative planning system trained on expert driving data for autonomous vehicle control,https://arxiv.org/abs/1810.06544,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,76382,Train reinforcement learning agents with CVaR-Proximal Policy Optimization to enhance robustness,https://arxiv.org/abs/2206.04436,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,92912,Apply layer normalization during training of recurrent networks with small batch or online learning,https://arxiv.org/abs/1607.06450,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,85990,implement RIO query selection in ontology debugging tools,https://arxiv.org/abs/1209.3734,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,110856,Donate matching funds to expand Friendly AI research resources,https://intelligence.org/2012/07/03/summer-challenge/,4,6,5,3,0,10,0,0.5,False
EDGE,unconstrained,intervention,94615,Apply RE3 intrinsic reward with fixed random encoder during RL training,https://arxiv.org/abs/2102.09430,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,143985,Implement IDA during fine-tuning to maintain alignment,https://forum.effectivealtruism.org/posts/fmk8xJG2TPBc2W7zo/paul-christiano-on-h,4,15,4,0,0,19,0,0.0,False
EDGE,unconstrained,intervention,95056,Perform value-iteration training with beta-weighted rewards to produce SARL policy,https://arxiv.org/abs/2109.05486,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,intervention,70515,Deploy POMDP-based distributional shared autonomy assistance in teleoperated robot arms,https://arxiv.org/abs/1503.07619,4,0,0,0,0,4,0,0.0,False
EDGE,unconstrained,problem_analysis,202264,Mistrust between AI-leading cultures undermining international cooperation,http://link.springer.com/10.1007/s13347-020-00402-x,8,3,0,0,0,11,0,0.0,False
EDGE,unconstrained,problem_analysis,16647,reliance on brittle non-human-interpretable features in deep networks,https://www.alignmentforum.org/posts/aW5CPtqtvs2EYKMMK/evidence-sets-towards-ind,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,problem_analysis,64582,exploitable misclassified region in classifier input space,https://arxiv.org/abs/1709.04447,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,problem_analysis,72930,Input perturbation vulnerability in deployed ML models,https://arxiv.org/abs/2011.04328,7,3,0,0,0,10,0,0.0,False
EDGE,unconstrained,problem_analysis,146787,Insufficient global coordination on existential risks across domains,https://forum.effectivealtruism.org/posts/ofC5eL88bC5Thjxoy/summary-of-the-preci,7,2,2,0,0,9,0,0.0,False
EDGE,unconstrained,problem_analysis,115037,Limited scalability of traditional verification techniques for higher-order programs,https://intelligence.org/2014/04/30/suresh-jagannathan-on-higher-order-program-v,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,problem_analysis,17015,Opacity of model reasoning processes in deep learning systems,https://www.alignmentforum.org/posts/57fTWCpsAyjeAimTp/interpretability-in-ml-a-,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,problem_analysis,191195,Insufficient talent pipeline in AI safety research,https://www.lesswrong.com/posts/v5z6rDuFPKM5dLpz8/probably-good-projects-for-the,6,194,98,25,1,200,0,0.129,False
EDGE,unconstrained,problem_analysis,200083,Politicized skepticism reducing AI governance actions,https://www.mdpi.com/2078-2489/9/9/209,6,1,1,0,0,7,0,0.0,False
EDGE,unconstrained,problem_analysis,3874,Inadequate manual red-teaming coverage in language model safety testing,https://aisafety.info?state=8XBK,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,problem_analysis,94109,Sensitivity of agent performance to low-level implementation hyperparameters in unified codebase,https://arxiv.org/abs/2006.05990,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,problem_analysis,225485,Uncontrollable black-box AI behavior in high-stakes domains,https://www.youtube.com/watch?v=5D8zELMw_8k,6,12,1,0,0,18,0,0.0,False
EDGE,unconstrained,problem_analysis,162365,Broad autonomy with open-ended learning in Star Trek AI systems,https://www.lesswrong.com/posts/7N7JGyTmX5Gnjhfrk/is-the-star-trek-federation-re,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,problem_analysis,81103,Overreliance on low structural complexity features in training data,https://arxiv.org/abs/2112.05135,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,problem_analysis,114182,Low accuracy of traditional expert judgment in geopolitical forecasting,https://aiimpacts.org/evidence-on-good-forecasting-practices-from-the-good-judgm,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,problem_analysis,98635,Focus on p(X|A) over p(A) and p(X|~A) in reasoning,https://www.yudkowsky.net/rational/bayes,5,0,0,0,0,5,0,0.0,False
EDGE,unconstrained,problem_analysis,25020,Triggers difficult to discover during model development,https://www.alignmentforum.org/posts/aDDjCJAGqcpmA5apw/eis-viii-an-engineer-s-un,5,0,0,0,0,5,0,0.0,False
EDGE,unconstrained,problem_analysis,172540,Overrepresented text passages induce memorization in LLMs,https://www.lesswrong.com/posts/5SmqubjL8xK4ycenh/what-must-be-the-case-that-cha,5,0,0,0,0,5,0,0.0,False
EDGE,unconstrained,problem_analysis,74492,Mismatch between inference policy and domain requirements,https://arxiv.org/abs/1304.1516,5,0,0,0,0,5,0,0.0,False
EDGE,unconstrained,problem_analysis,82796,Deriving normative conclusions from purely descriptive premises in value alignment,https://arxiv.org/abs/1810.11116,5,0,0,0,0,5,0,0.0,False
EDGE,unconstrained,theoretical_insight,24534,Rigorous empirical data collection as foundation for AI safety,https://www.alignmentforum.org/posts/Aipqop4XpqPeGpWNi/alignment-newsletter-47,10,0,0,0,0,10,0,0.0,False
EDGE,unconstrained,theoretical_insight,216875,"Unfulfilled knowledge, control, and freedom conditions in AI deployments",https://www.youtube.com/watch?v=_HzOs8V9AEs,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,theoretical_insight,95374,Incentive misalignment in ML publication processes promotes HARKing,https://arxiv.org/abs/1904.07633,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,theoretical_insight,112001,"Trade-offs between fairness, truthfulness and computational efficiency in mechanism design",https://intelligence.org/2014/04/23/ariel-procaccia/,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,theoretical_insight,139375,Defense in depth principle reduces single-point failure risk in AI safety,https://forum.effectivealtruism.org/posts/FHAAJKTFd92YmaTHc/what-defense-layers-,7,4,1,0,0,11,0,0.0,False
EDGE,unconstrained,theoretical_insight,180711,Navigation strategies steering language model generation across token-space universes,https://www.lesswrong.com/posts/tiuc7kgQSxHKC8JJy/exploring-the-multiverse-of-la,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,theoretical_insight,27695,Human feedback scalability limitations in advanced AI oversight,https://www.alignmentforum.org/posts/ybThg9nA7u6f8qfZZ/techniques-for-enhancing-,7,17,4,0,0,24,0,0.0,False
EDGE,unconstrained,theoretical_insight,111428,Reducing safety-story assumptions improves robustness,https://intelligence.org/2017/11/25/security-mindset-ordinary-paranoia/,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,theoretical_insight,202065,Process reliabilism as criterion for simulation knowledge validity,https://doi.org/10.1007/978-3-662-54033-6_9,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,theoretical_insight,47766,Competitive pressures undermine safety incentives,https://www.alignmentforum.org/posts/4sEK5mtDYWJo2gHJn/catastrophic-risks-from-a,7,8,1,0,0,15,0,0.0,False
EDGE,unconstrained,theoretical_insight,204837,Agile DevSecOps-based continuous testing improves ML/DL reliability,https://cset.georgetown.edu/wp-content/uploads/Building-Trust-Through-Testing.pd,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,theoretical_insight,204888,Declarative principle P2 emphasizing ease-of-learning for operators,https://aair-lab.github.io/Publications/srivastava_aaai21.pdf,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,theoretical_insight,65714,Algorithmic explanations can enhance human simulatability when decision-relevant,https://arxiv.org/abs/2005.01831,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,theoretical_insight,164787,Technical control without value selection is insufficient for safe outcomes,https://www.lesswrong.com/posts/xAzKefLsYdFa4SErg/accurate-models-of-ai-risk-are,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,theoretical_insight,222195,Declarative separation of graph definition and execution in TensorFlow,https://www.youtube.com/watch?v=JO0LwmIlWw0,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,theoretical_insight,156739,Asymmetric evidence updating between safe and unsafe modes in simulator theory,https://www.lesswrong.com/posts/8fWuAYicWkqqmcGyt/research-report-incorrectness-,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,theoretical_insight,214373,Process supervision with step-level feedback improves alignment and reasoning in LLMs,https://www.youtube.com/watch?v=hZTZYffRsKI,6,4,0,0,0,10,0,0.0,False
EDGE,unconstrained,theoretical_insight,116378,Hybrid systems amalgamating heterogeneous dynamical models using automata theory and optimal control,https://intelligence.org/2014/04/11/wolf-kohn/,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,theoretical_insight,75462,Dropout approximates Bayesian deep Gaussian process providing posterior over weights,https://arxiv.org/abs/1506.02142,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,theoretical_insight,124812,Government regulation can mitigate societal harms from AI systems,https://forum.effectivealtruism.org/posts/Cre2YC3hd5DeYLqDH/link-post-new-york-t,6,1,0,0,0,7,0,0.0,False
EDGE,unconstrained,design_rationale,81120,Pre-finetuning with massive multi-task learning to refine representations,https://arxiv.org/abs/2101.11038,12,0,0,0,0,12,0,0.0,False
EDGE,unconstrained,design_rationale,56894,Mechanistic interpretability via projection and tracing methods in transformers,https://www.alignmentforum.org/posts/X26ksz4p3wSyycKNB/gears-level-mental-models,11,0,0,0,0,11,0,0.0,False
EDGE,unconstrained,design_rationale,191905,Structured gratitude exercises to foster habitual appreciation in individuals,https://www.lesswrong.com/posts/dJMt6ty2Bs34gLvAZ/notes-on-gratitude,9,0,0,0,0,9,0,0.0,False
EDGE,unconstrained,design_rationale,64385,Knowledge-integrated informed AI pipelines across four integration paths,https://arxiv.org/abs/2202.03188,9,0,0,0,0,9,0,0.0,False
EDGE,unconstrained,design_rationale,48140,Structured debate protocol addressing evasiveness and ambiguity,https://www.alignmentforum.org/posts/PJLABqQ962hZEqhdB/debate-update-obfuscated-,9,0,0,0,0,9,0,0.0,False
EDGE,unconstrained,design_rationale,138567,Providing comprehensive alignment career pathways to improve talent development,https://forum.effectivealtruism.org/posts/7WXPkpqKGKewAymJf/how-to-pursue-a-care,9,0,0,0,0,9,0,0.0,False
EDGE,unconstrained,design_rationale,139376,"Multi-layer technical, procedural, and institutional safeguards for AI deployment",https://forum.effectivealtruism.org/posts/FHAAJKTFd92YmaTHc/what-defense-layers-,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,114996,Foundational theoretical research agenda to create formal alignment frameworks prior to AGI deployment,https://intelligence.org/2015/02/01/february-2015-newsletter/,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,99479,Prioritization of FAI mathematical research over outreach and expository efforts,https://intelligence.org/2013/04/13/miris-strategy-for-2013/,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,66970,Randomized human-subject experiments to isolate interpretability factors,https://arxiv.org/abs/1802.07810,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,68007,Taxonomy-guided approach to develop explainable AI methods,https://arxiv.org/abs/1806.00069,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,175241,Developing whole brain emulation via expansion microscopy and protein barcoding,https://www.lesswrong.com/posts/FEFQSGLhJFpqmEhgi/does-davidad-s-uploading-moons,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,77528,Hybrid confidence engine combining conformal prediction and anomaly detection for document IE,https://arxiv.org/abs/2206.02628,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,110707,Structured forecasting methodology for AI timelines,https://intelligence.org/2013/05/15/when-will-ai-be-created/,8,4,0,0,0,12,0,0.0,False
EDGE,unconstrained,design_rationale,201622,Modular AI tool development strategy in interdisciplinary research,http://link.springer.com/10.1007/s13347-020-00416-5,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,64980,"SimCLR framework combining augmentations, nonlinear head, NT-Xent loss and large batches",https://arxiv.org/abs/2002.05709,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,design_rationale,74446,use adversarially robust classifiers for controllable input manipulation across vision tasks,https://arxiv.org/abs/1906.09453,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,design_rationale,8954,Create controlled-access research forum linked to public platform for layered discussion,https://www.alignmentforum.org/posts/FoiiRDC3EhjHx7ayY/introducing-the-ai-alignm,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,design_rationale,99561,joint mixed FIM and normal data training maintains AR capability,https://openai.com/research/efficient-training-of-language-models-to-fill-in-the,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,design_rationale,91962,robust reformulation preserving tractability of nominal problem,https://arxiv.org/abs/1010.5445,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,implementation_mechanism,82315,Patch-wise CycleGAN architecture with cycle consistency for marker ink removal in 128×128 pixel patches,https://arxiv.org/abs/1910.06428,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,implementation_mechanism,83895,Inverse soft Q-learning for internal dynamics estimation,https://arxiv.org/abs/1805.08010,8,0,0,0,0,8,0,0.0,False
EDGE,unconstrained,implementation_mechanism,95302,Conditional entropy bottleneck objective in model training,https://arxiv.org/abs/2002.05379,8,2,1,0,0,10,0,0.0,False
EDGE,unconstrained,implementation_mechanism,953,Hierarchical summarization of books via section summaries,https://openai.com/research/summarizing-books,7,2,1,0,0,9,0,0.0,False
EDGE,unconstrained,implementation_mechanism,83050,ThriftyDAgger control algorithm integrating novelty and risk gating,https://arxiv.org/abs/2109.08273,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,implementation_mechanism,9888,"PIBBSS 12-week summer fellowship with retreats, mentorship, stipends",https://www.alignmentforum.org/posts/gbeyjALdjdoCGayc6/reflections-on-the-pibbss,7,10,3,1,0,17,0,0.1,False
EDGE,unconstrained,implementation_mechanism,67953,PPO fine-tuning against reward model with KL penalty,https://arxiv.org/abs/2203.02155,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,implementation_mechanism,76375,"CVaR-Proximal Policy Optimization algorithm with policy, risk, and multiplier updates",https://arxiv.org/abs/2206.04436,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,implementation_mechanism,93048,heuristic search for minimal-cost counterfactual feature sets,https://arxiv.org/abs/2001.07417,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,implementation_mechanism,69438,"TensorFuzz framework with input chooser, mutator, and coverage analyzer",https://arxiv.org/abs/1807.10875,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,implementation_mechanism,86441,SafeOpt-MC algorithm with GP surrogate over performance and multiple constraints,https://arxiv.org/abs/1602.04450,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,implementation_mechanism,71217,Unified modular SSL evaluation software on Wide-ResNet with large-scale hyperparameter optimisation,https://arxiv.org/abs/1804.09170,7,0,0,0,0,7,0,0.0,False
EDGE,unconstrained,implementation_mechanism,73996,Privileged Behavioral Cloning with noise-augmented observations,https://arxiv.org/abs/2206.06091,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,implementation_mechanism,9198,Preference token-based conditional training with reward-labeled webtext,https://www.alignmentforum.org/posts/8F4dXYriqbsom46x5/pretraining-language-mode,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,implementation_mechanism,91275,Inclusive reward learning algorithm with Bayesian inference over augmented choice set,https://arxiv.org/abs/2011.06118,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,implementation_mechanism,91368,"behavior tree with safety, execution-time, and near-goal conditions selecting among controllers",https://arxiv.org/abs/1809.10283,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,implementation_mechanism,91739,Adam update rule with first and second moment exponential moving averages,https://arxiv.org/abs/1412.6980,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,implementation_mechanism,83962,Extreme Gradient Boosting with BEAST insights and predictions as features,https://arxiv.org/abs/1904.06866,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,implementation_mechanism,67717,smooth activation functions in both forward and backward passes (SAT),https://arxiv.org/abs/2006.14536,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,implementation_mechanism,68127,Deep NN with two hidden layers (195-127-83 ReLU) trained on 1.7B pairs in Airbnb search,https://arxiv.org/abs/1810.09591,6,0,0,0,0,6,0,0.0,False
EDGE,unconstrained,validation_evidence,136982,Policy analysis and expert consensus on feasibility of governance tools,https://forum.effectivealtruism.org/posts/BkcnuZyKcDZBpSrQS/il-panorama-della-go,14,0,0,0,0,14,0,0.0,False
EDGE,unconstrained,validation_evidence,139359,Initial adoption of voluntary AI safety commitments by leading labs,https://forum.effectivealtruism.org/posts/d4mr2GDftfsh8BDpq/getting-washington-a,12,4,1,0,0,16,0,0.0,False
EDGE,unconstrained,validation_evidence,139384,Historical success of defense in depth in nuclear safety via PALs,https://forum.effectivealtruism.org/posts/FHAAJKTFd92YmaTHc/what-defense-layers-,12,0,0,0,0,12,0,0.0,False
EDGE,unconstrained,validation_evidence,201871,Regulatory penalty provisions for non-compliance under Chinese cybersecurity and data laws,https://digichina.stanford.edu/work/translation-measures-for-the-management-of-g,12,0,0,0,0,12,0,0.0,False
EDGE,unconstrained,validation_evidence,65674,Systematic literature review of 159 responsible AI studies,https://arxiv.org/abs/2203.08594,11,0,0,0,0,11,0,0.0,False
EDGE,unconstrained,validation_evidence,91915,High accuracy and low recognition time across 15 domains with up to 80% incompleteness,https://arxiv.org/abs/1804.05917,11,0,0,0,0,11,0,0.0,False
EDGE,unconstrained,validation_evidence,57290,Historical high-reliability engineering projects required >50% additional time and cost,https://arbital.com/p/aligning_adds_time,11,0,0,0,0,11,0,0.0,False
EDGE,unconstrained,validation_evidence,83409,Large-scale experiments show 99.81% AI win rate vs top human players across 2100 games,https://arxiv.org/abs/1912.09729,10,0,0,0,0,10,0,0.0,False
EDGE,unconstrained,validation_evidence,124825,Public concern and governmental pressure following ChatGPT launch,https://forum.effectivealtruism.org/posts/Cre2YC3hd5DeYLqDH/link-post-new-york-t,10,2,1,0,0,12,0,0.0,False
EDGE,unconstrained,validation_evidence,108567,"Agents trained with behavioral cloning, auxiliary tasks, reinforcement learning, and self-play achieve higher success in human trials",https://www.deepmind.com/blog/imitating-interactive-intelligence,10,0,0,0,0,10,0,0.0,False
EDGE,unconstrained,validation_evidence,52091,"Anecdotal positive outcomes from author and peers when using structure, feedback, and programs",https://www.alignmentforum.org/posts/kpmaEevZ2KehZo2tp/some-advice-on-independen,10,0,0,0,0,10,0,0.0,False
EDGE,unconstrained,validation_evidence,129343,Year-over-year doubling of EA organizational staff and budgets,https://forum.effectivealtruism.org/posts/ekComvhb2HREowgah/increased-availabili,10,0,0,0,0,10,0,0.0,False
EDGE,unconstrained,validation_evidence,63919,RIG simulation benchmarks demonstrate superior sample efficiency on visual tasks,https://arxiv.org/abs/1807.04742,10,0,0,0,0,10,0,0.0,False
EDGE,unconstrained,validation_evidence,130034,Documented cyberattack disruptions to infrastructure,https://forum.effectivealtruism.org/posts/knitD2FPQpsTMhLJP/how-much-should-stat,10,0,0,0,0,10,0,0.0,False
EDGE,unconstrained,validation_evidence,40597,Historical HRO success avoiding catastrophes,https://www.alignmentforum.org/posts/wpsGprQCRffRKG92v/catastrophic-risks-from-a,10,3,0,0,0,13,0,0.0,False
EDGE,unconstrained,validation_evidence,208266,Historical success of Incidents at Sea Agreement reducing US-Soviet naval incidents,https://www.cnas.org/publications/reports/ai-and-international-stability-risks-a,9,1,0,0,0,10,0,0.0,False
EDGE,unconstrained,validation_evidence,208267,DoD adoption of AI ethical principles demonstrates feasibility of normative statements,https://www.cnas.org/publications/reports/ai-and-international-stability-risks-a,9,0,0,0,0,9,0,0.0,False
EDGE,unconstrained,validation_evidence,127312,Historical high-reliability organizations success reducing accidents via safety culture,https://forum.effectivealtruism.org/posts/eHYxg7cFxqQPGo7hD/complex-systems-for-,9,6,1,1,0,15,0,0.167,False
EDGE,unconstrained,validation_evidence,80705,Lessons learned from nine years of industrial AI innovation lab projects,https://arxiv.org/abs/2203.08465,9,0,0,0,0,9,0,0.0,False
EDGE,unconstrained,validation_evidence,64985,SimCLR ResNet-50 achieves 76.5% ImageNet top-1 under linear evaluation,https://arxiv.org/abs/2002.05709,9,1,0,0,0,10,0,0.0,False
EDGE,single_risk,risk,205938,existential catastrophe from misaligned AI systems,https://docs.google.com/document/d/1PXwjSbh-g1U1JEXhf55C7YsqD5qKNdBPQGgQ7W0Zm1A/,10,1632,1002,307,9,1642,0,0.188,True
EDGE,single_risk,risk,50735,Existential catastrophe from unaligned transformative AI in global society,https://www.alignmentforum.org/posts/KJRBb43nDxk6mwLcR/ai-doom-from-an-llm-plate,9,0,0,0,0,9,0,0.0,False
EDGE,single_risk,risk,14242,catastrophic loss of human control from misaligned advanced AI systems,https://www.alignmentforum.org/posts/dKxX76SCfCvceJXHv/ai-alignment-2018-19-revi,8,1213,388,11,0,1221,0,0.009,False
EDGE,single_risk,risk,49380,Existential catastrophe from misaligned AI systems,https://www.alignmentforum.org/posts/5HtDzRAk7ePWsiL2L/open-problems-in-ai-x-ris,7,0,0,0,0,7,0,0.0,False
