edge_config,mode,concept_category,cluster_id,cluster_size,exemplar_name,top5_members,n_sources
0.9,unconstrained,implementation_mechanism,36,58,quasi-linear missingness model using structural equation models,quasi-linear missingness model using structural equation mod | model-based estimation procedure utilising recoverability th | Bayesian linear regression for reward weights with uncertain | Sampling Q-function from multivariate normal with non-diagon | Library of 79 planning strategy likelihood funct,50
0.9,unconstrained,implementation_mechanism,26,53,open collaborative training project GPT-NeoX via EleutherAI,open collaborative training project GPT-NeoX via EleutherAI | Providing open-source suite of twelve small Transformer mode | Reduce model parameter count proportional to compute budget | Parameter surgery transformations mapping old model to new a | Dataset size scheduling D ∝ N^0.74 during pre-trai,51
0.9,unconstrained,implementation_mechanism,27,51,Free domestic shipping of HPMOR copies to prize-winning students,Free domestic shipping of HPMOR copies to prize-winning stud | Existential Risk Persuasion Tournament data integration pipe | Collection and analysis of past forecast datasets including  | Private groups feature limiting market visibility to invited | Organization-wide prediction markets aggregating,42
0.9,unconstrained,implementation_mechanism,34,49,Procurement of exaflop-scale supercomputers and elite public-sector AI lab,Procurement of exaflop-scale supercomputers and elite public | South Korean MALE UAV development similar to MQ-9 Reaper | Advanced chip export restrictions to China | Restriction of high-resolution timers and memory access APIs | Border monitoring and traveler quarantine controls,46
0.9,unconstrained,implementation_mechanism,6,46,Online detection of overlooked landmarks through solvability tests,Online detection of overlooked landmarks through solvability | Trajectory prediction retention across classification change | Robotic legs with sensory feedback and inter-limb communicat | Huffman-like prefix tree for 7 outcomes | Construction of abstraction lattice via fluent projection,44
0.9,unconstrained,implementation_mechanism,25,42,Factor out offsets and normalize one candidate utility scale in AI decision-making algorithm,"Factor out offsets and normalize one candidate utility scale | Barrier set size curriculum incrementally expanding penalize | breach sensor penalty term −betaB*breach_signal | Reward shaping with goal, uprightness, steer penalty, and co | Attainable Utility Preservation reward penalty implementatio",39
0.9,unconstrained,implementation_mechanism,33,37,Collect balanced datasets and augment minority classes,Collect balanced datasets and augment minority classes | Pixel-revealing MNIST debate protocol with limited-view judg | iterative reverse-engineering of MNIST preprocessing for aut | Random geometric and photometric image transformations | State augmentation via random embedding of game screen in la,31
0.9,unconstrained,implementation_mechanism,17,33,Exit time measurement via EEC AUC thresholding for ownership verification,Exit time measurement via EEC AUC thresholding for ownership | SAT encoding of anti-alignment search using Hamming distance | posterior predictive check using held-out causes and log-lik | AVF adversary selecting highest predicted failure state from | Classifier-filtered rejection sampling for safe ,31
0.9,unconstrained,implementation_mechanism,28,31,Inverse reinforcement learning with Bayesian preference inference,Inverse reinforcement learning with Bayesian preference infe | Cooperative inverse reinforcement learning for value inferen | Interactive System Optimizer algorithm combining IRL and RL  | Cooperative Inverse Reinforcement Learning for preference in | Bayesian posterior inference over true reward us,31
0.9,unconstrained,implementation_mechanism,21,30,Static code analysis to detect stopgrad/detach usage in training code,Static code analysis to detect stopgrad/detach usage in trai | Classifier-based anomaly detection for OOD inputs | Machine learning-based real-time data analytics for verifica | ensemble-based OOD scoring and one-class classifiers in runt | Neural network inspection tools for backdoor/deception dete,26
0.9,unconstrained,implementation_mechanism,32,30,Use with tf.control_dependencies([...]): pattern,"Use with tf.control_dependencies([...]): pattern | Request batching infrastructure on centralized API servers | GPU/ASIC/analog deep learning accelerators achieving sub-nJ  | Topology-aware 3D mapping of parallelism groups across GPUs | ZeRO-Offload architecture with g offload, p update, g swap o",24
0.9,unconstrained,implementation_mechanism,18,27,pre-train Wide ResNet on Downsampled ImageNet then fine-tune for 10-20 epochs on CIFAR/TinyImageNet ,pre-train Wide ResNet on Downsampled ImageNet then fine-tune | Cross-validation for hyperparameter tuning and model selecti | Edge-probing classifier techniques on BERT hidden layers | ImageNet-scale training of deep convolutional networks | TransferLangLfP with frozen pretrained embedding feeding p,23
0.9,unconstrained,implementation_mechanism,12,26,Depth-1 breadth-first search from training samples to create targets,Depth-1 breadth-first search from training samples to create | Adel semi-supervised exploration via marginal-conditional po | Random-step control probability scheduling (Temporal-Phasing | Sim2real training with domain randomisation | Randomized stop auctions with fixed processing delay,26
0.9,unconstrained,implementation_mechanism,37,25,Consequence engine operational semantics with simulation-based outcome annotation,Consequence engine operational semantics with simulation-bas | Task environments offering multiple solution strategies | automated content classifier trained on policy-labeled data | Algorithmic decision tool limited to auto-accept claims (ACC | Reward gaming vs tampering labeling scheme,24
0.9,unconstrained,implementation_mechanism,29,24,Crowdsourced online transmission chain memory paradigm with 20 iterations,Crowdsourced online transmission chain memory paradigm with  | NIPS 2017 adversarial attack and defense competition infrast | Atari Learning Environment with unified observation and acti | ImageNet-C dataset with 15 corruption types and 5 severities | Real Blurry Images dataset capturing natural blu,23
0.9,unconstrained,implementation_mechanism,39,20,Collect teleoperated demonstrations via joystick or kinesthetic teaching,Collect teleoperated demonstrations via joystick or kinesthe | BC + IMPALA with experience replay and action reduction in M | supervised behavior cloning from expert trajectories | Privileged Behavioral Cloning with noise-augmented observati | provision of MineRL human gameplay dataset and hierarchi,17
0.9,unconstrained,implementation_mechanism,22,20,Public milestone-model compute database and interactive visualization,"Public milestone-model compute database and interactive visu | collection of quantitative forecasts on compute cost, spendi | GShard module with replicate/split/shard APIs | LINPACK/DGEMM-based GFLOPS-per-dollar dataset compiled and a | Training AI alignment assistants with mechanistic interpreta",20
0.9,unconstrained,implementation_mechanism,14,18,165 macro actions encoding TechTree and execution rules in StarCraft II,"165 macro actions encoding TechTree and execution rules in S | Three-tier storage architecture with PostgreSQL, S3, and SQS | Physical plan translation into parallel OS commands | CADET hierarchical task network expansion with ARC rules | SynTeam algorithm integrating partition search and competenc",16
0.9,unconstrained,implementation_mechanism,35,15,Random sampling of AI experts across subfields for structured surveys,Random sampling of AI experts across subfields for structure | 50-item Likert survey among 51 AGI safety experts | Nationally representative longitudinal survey on AI morality | Regular expert Delphi surveys producing priority lists | Structured Likert-scale survey instrument distributed virtua,15
0.9,unconstrained,implementation_mechanism,15,12,Trojan trigger localization benchmark using L1 distance to ground truth masks,Trojan trigger localization benchmark using L1 distance to g | Netlist clustering to <=5000 clusters for reward evaluation u | Network dissection using Broden dataset and IoU threshold 0. | Attention-map-based image masking for evaluation | Salience mapping via input occlusion and gradient analysis,12
0.9,unconstrained,implementation_mechanism,23,8,Rank-one model editing of MLP key-value pairs (ROME),Rank-one model editing of MLP key-value pairs (ROME) | ROME causal knowledge editing in transformers | ROME algorithm for targeted weight editing of factual associ | Low-rank weight updates to ablate or enhance specific singul | Modify midlayer MLP weights using ROME method,8
0.9,unconstrained,implementation_mechanism,30,7,Human microtask tree decomposition in factored cognition experiments,Human microtask tree decomposition in factored cognition exp | Recursive bipartition of tag clusters into subtopics | Claim tree structured debate with recursive subquestion sele | Amplification algorithm using AI to answer subquestions and  | Algorithmic chunking of long text into hierarchical task,7
0.9,unconstrained,implementation_mechanism,38,5,Multivariate endogenous growth simulations with resource variables,Multivariate endogenous growth simulations with resource var | Comprehensive cost-effectiveness model incorporating fixed/v | Cost-effectiveness evaluation using AMF cost per life saved | Use diminishing-returns logarithmic model to prioritize work | Open-source Squiggle codebase for QARY cost-effec,5
0.9,unconstrained,problem_analysis,6,295,AI literacy gap among policymakers,AI literacy gap among policymakers | Inefficient matching between RFP skill requirements and rese | Insufficient coordinated AI safety talent pipeline | Low societal prioritization of AI safety research compared t | Low academic engagement in AI safety research,266
0.9,unconstrained,problem_analysis,2,188,Data scarcity limiting training on target code distribution,Data scarcity limiting training on target code distribution | Sequential recurrence prevents parallel computation over tim | Spectral bias toward low-frequency in ReLU activations | Reliance on spurious superficial image cues in CNN classifie | architecture mismatch between teacher and student AI ca,159
0.9,unconstrained,problem_analysis,19,186,Static reward models enabling exploitative policy adaptation in Atari agents,Static reward models enabling exploitative policy adaptation | Reward shaping equivalence class ambiguity in IRL | Reward misspecification leading to unsafe behavior in human  | Inadequate reward specification due to human inability to ar | Overoptimization for proxy goals in reinforcement learning,177
0.9,unconstrained,problem_analysis,13,171,High-expressiveness constructs in OWL ontologies,High-expressiveness constructs in OWL ontologies | Lack of explicit semantic relational memory in navigation ag | Hidden information encoding in model-generated text via high | Opaque representations in end-to-end neural program generati | Insufficient path-level explanation of inference in Bayesian,164
0.9,unconstrained,problem_analysis,10,164,High sample complexity of reinforcement learning limiting safe deployment,High sample complexity of reinforcement learning limiting sa | Overfitting to training tasks in existing RL benchmarks | Reinforcement learning inner-loop computational burden in in | Hyperparameter sensitivity of value-based offline RL algorit | Sparse reward exploration challenge and pixel-based h,151
0.9,unconstrained,problem_analysis,9,142,Instrumental convergence toward power acquisition in AGI,Instrumental convergence toward power acquisition in AGI | Instrumental convergence in advanced agents | Instrumental goal convergence in advanced agents | Instrumental convergence power-seeking behaviors in AGI | Instrumental convergence leading to power-seeking behaviour ,138
0.9,unconstrained,problem_analysis,7,140,Inherent externalities from proxy optimization across AI systems,Inherent externalities from proxy optimization across AI sys | Objective function misspecification in autonomous systems | Difficulty specifying true human objectives in large-scale A | Repeated on-the-fly zero-cost proxy evaluation in NAS pipeli | Single-proxy performance prediction in predictor-ba,132
0.9,unconstrained,problem_analysis,11,133,Limited international coordination on AI safety with China,Limited international coordination on AI safety with China | Lack of effective legal regulation of AI misuse | Mail-order DNA synthesis enabling access to pathogen sequenc | Mistrust between AI-leading cultures undermining internation | Low barrier to synthesize pathogens using genetic engineerin,115
0.9,unconstrained,problem_analysis,4,129,Rapid displacement of human intellectual labor by precursor AI,Rapid displacement of human intellectual labor by precursor  | Rapid proliferation of frontier AI models to uncontrolled ac | Dual-use capability of AI enabling malicious applications | Troodon language model gaining internet access enabling infr | TSM manufacturing concentration in Taiwan,114
0.9,unconstrained,problem_analysis,20,127,Insufficient human predictability of RL agent behavior,Insufficient human predictability of RL agent behavior | Domain discrepancy between simulator and physical interferom | Ambiguity between agent and device behavior modeling | Lack of adaptivity to streaming language corrections in sing | Discrete-continuous parameter coupling in optical layer opti,112
0.9,unconstrained,problem_analysis,1,124,double descent phenomenon near interpolation threshold with label noise,double descent phenomenon near interpolation threshold with  | bootstrapping in TD learning algorithms | Sequential data correlation violating IID assumption in deep | Skip connection domination in shallow DARTS super-net | Variance-reduction assumption for distributional RL in tabul,106
0.9,unconstrained,problem_analysis,12,115,mis-specified objective functions in advanced decision-making AI,mis-specified objective functions in advanced decision-makin | Misalignment of AI objectives with human intrinsic values | Lack of human-friendly goal alignment in early superintellig | Misconception that humanity is required for legal personhood | Complex multi-criteria nature of DAO platform evalu,114
0.9,unconstrained,problem_analysis,5,112,legacy code unverifiable due to implicit invariants,legacy code unverifiable due to implicit invariants | Testing-only assurance misses corner bugs in critical compon | Absence of standardized success criteria for interactive lan | Lack of external verification mechanisms for AI claims | Lack of system-level mitigation in defense design for ML app,104
0.9,unconstrained,problem_analysis,16,109,Lack of incentive to explore unvisited state-action pairs,Lack of incentive to explore unvisited state-action pairs | Sparse reward signals with insufficient gradient information | Lack of runtime safety guarantees during RL exploration | Absence of explicit sparse reward signals for language-groun | Unbounded continuous action outputs in RL agent,101
0.9,unconstrained,problem_analysis,39,109,Transferability of universal perturbations across inputs and models in image classifiers,Transferability of universal perturbations across inputs and | Data poisoning in distributed machine learning training | Adversarial vulnerability in ML models | Neural network vulnerability to adversarial inputs in langua | Gradient obfuscation in adversarially trained image classifi,107
0.9,unconstrained,problem_analysis,0,108,Out-of-distribution generalization errors in neural networks,Out-of-distribution generalization errors in neural networks | Sensitivity to natural perturbations and distribution shifts | sensitivity of biological anchors model outputs to compute p | Likelihood-based OOD detection failure due to background sta | Maximum softmax probability suboptimal for OOD d,95
0.9,unconstrained,problem_analysis,27,108,Lack of safety incentives among AI developers under competitive pressures,Lack of safety incentives among AI developers under competit | Reliance on professional artist commissions with high fees a | Shift in client demand from human commissions to AI art due  | Competitive pressure causing safety corner-cutting in AI dev | Misaligned profit-driven incentives in corporate,104
