group_id,n_frozensets,n_paths_total,centroid_components,centroid_decoded,closest3_sigs,closest3_decoded,farthest3_sigs,farthest3_decoded,intra_jaccard_mean
4,21,918,pr:33 & im:9 & th:35 & de:11 & va:15,Deceptive alignment in advanced AI systems | Synthetic prompt generation and in-context principle application for self-align fine-tuning | Self-generated chain-of-thought can unlock latent reasoning in LLMs | Embedding human value alignment into AI objective functions | Anthropic experiments showing reduced harmful outputs with CAI,de:11 & im:9 & pr:33 & th:35 & va:15 || de:11 & im:9 & pr:33 & pr:9 & th:35 & va:15 || de:11 & im:9 & pr:33 & pr:6 & th:35 & va:15,Embedding human value alignment into AI objective functions | Synthetic prompt generation and in-context principle application for self-align fine-tuning | Deceptive alignment in advanced AI systems | Self-generated chain-of-thought can unlock latent reasoning in LLMs | Anthropic experiments showing reduced harmful outputs with CAI || Embedding human value alignment into AI objective functions | Synthetic prompt generation and in-context principle application for self-align fine-tuning | Deceptive alignment in advanced AI systems | Instrumental convergence drives power-seeking behavior in advanced AI | Self-generated chain-of-thought can unlock latent reasoning in LLMs | Anthropic experiments showing reduced harmful outputs with CAI || Embedding human value alignment into AI objective functions | Synthetic prompt generation and in-context principle application for self-align fine-tuning | Deceptive alignment in advanced AI systems | insufficient AI safety research and implementation capacity | Self-generated chain-of-thought can unlock latent reasoning in LLMs | Anthropic experiments showing reduced harmful outputs with CAI,pr:19 & pr:33 || pr:33 & pr:6 || pr:33,Reward mis-specification inducing unintended optimization in RL systems | Deceptive alignment in advanced AI systems || Deceptive alignment in advanced AI systems | insufficient AI safety research and implementation capacity || Deceptive alignment in advanced AI systems,0.392
16,22,543,th:7 & pr:19 & de:8 & pr:10 & im:12,Stochastic policies can be optimal and provide smoother optimisation landscape | Reward mis-specification inducing unintended optimization in RL systems | policy optimization via autoregressive generative modeling | Limited data efficiency in human preference learning for RL | Sim2real training with domain randomisation,de:0 & im:3 & pr:19 & th:7 & va:23 || de:32 & im:0 & pr:19 & th:7 & va:39 || de:18 & im:0 & pr:19 & pr:7 & th:7 & va:35,Provide chain-of-thought demonstrations in prompts | Reinforcement learning-enhanced Monte Carlo Tree Search combining policy and value networks | Reward mis-specification inducing unintended optimization in RL systems | Stochastic policies can be optimal and provide smoother optimisation landscape | AlphaZero outperforming human data-based Go systems || Include KL divergence penalty in RL objective during fine-tuning | Apply PPO-based RL fine-tuning optimizing reward model plus KL penalty | Reward mis-specification inducing unintended optimization in RL systems | Stochastic policies can be optimal and provide smoother optimisation landscape | Improved summarization performance with human feedback training || maxmin policy maximizes worst-case reward to ensure safety | Apply PPO-based RL fine-tuning optimizing reward model plus KL penalty | Reward mis-specification inducing unintended optimization in RL systems | Objective misspecification leading to unintended optimization in advanced AI systems | Stochastic policies can be optimal and provide smoother optimisation landscape | Simulation and offline user studies show improved coordination and efficiency,de:8 & im:12 & pr:10 & pr:12 & pr:6 & th:7 & va:4 || de:8 & im:16 & pr:0 & pr:33 & th:7 & va:34 || de:8 & im:12 & pr:10 & pr:12 & th:7 & va:4,policy optimization via autoregressive generative modeling | Sim2real training with domain randomisation | Limited data efficiency in human preference learning for RL | Goal misalignment between AI objectives and human values in advanced AI | insufficient AI safety research and implementation capacity | Stochastic policies can be optimal and provide smoother optimisation landscape | Few-shot classification accuracy improvements using MAML benchmarks || policy optimization via autoregressive generative modeling | Projected gradient descent adversarial example generator with joint training | Distribution mismatch between training and deployment data causes high softmax confidence on OOD inp | Deceptive alignment in advanced AI systems | Stochastic policies can be optimal and provide smoother optimisation landscape | empirical studies show early stopping reduces overfitting || policy optimization via autoregressive generative modeling | Sim2real training with domain randomisation | Limited data efficiency in human preference learning for RL | Goal misalignment between AI objectives and human values in advanced AI | Stochastic policies can be optimal and provide smoother optimisation landscape | Few-shot classification accuracy improvements using MAML benchmarks,0.239
7,12,327,va:4 & th:23 & de:1 & pr:13 & de:0,Few-shot classification accuracy improvements using MAML benchmarks | Task decomposition enables scalable oversight | Adopt pre-train then fine-tune paradigm for robustness and uncertainty tasks | Opaque neural network cognition | Provide chain-of-thought demonstrations in prompts,de:1 & im:1 & pr:13 & th:23 & va:4 || de:1 & im:1 & pr:13 & pr:36 & th:23 & va:4 || de:1 & im:1 & pr:13 & pr:27 & pr:36 & th:23 & va:4,Adopt pre-train then fine-tune paradigm for robustness and uncertainty tasks | reward modeling fine-tuning using human feedback | Opaque neural network cognition | Task decomposition enables scalable oversight | Few-shot classification accuracy improvements using MAML benchmarks || Adopt pre-train then fine-tune paradigm for robustness and uncertainty tasks | reward modeling fine-tuning using human feedback | Opaque neural network cognition | Anthropomorphism bias in human perception of AI systems | Task decomposition enables scalable oversight | Few-shot classification accuracy improvements using MAML benchmarks || Adopt pre-train then fine-tune paradigm for robustness and uncertainty tasks | reward modeling fine-tuning using human feedback | Opaque neural network cognition | AI capability race incentives reducing safety investment in development | Anthropomorphism bias in human perception of AI systems | Task decomposition enables scalable oversight | Few-shot classification accuracy improvements using MAML benchmarks,de:0 & im:36 & pr:20 & th:29 & va:4 || de:0 & im:30 & pr:18 & pr:6 & th:23 & va:4 || de:0 & im:30 & pr:18 & pr:19 & th:23 & va:4,Provide chain-of-thought demonstrations in prompts | Bayesian inference over utility functions from human behavior | Insufficient human predictability of RL agent behavior | Uncertainty over human preferences enables safer optimization | Few-shot classification accuracy improvements using MAML benchmarks || Provide chain-of-thought demonstrations in prompts | Recursive decomposition with model assistance implementation | Lack of reliable human evaluation for complex tasks during training | insufficient AI safety research and implementation capacity | Task decomposition enables scalable oversight | Few-shot classification accuracy improvements using MAML benchmarks || Provide chain-of-thought demonstrations in prompts | Recursive decomposition with model assistance implementation | Lack of reliable human evaluation for complex tasks during training | Reward mis-specification inducing unintended optimization in RL systems | Task decomposition enables scalable oversight | Few-shot classification accuracy improvements using MAML benchmarks,0.323
18,15,270,th:33 & pr:22 & de:23 & va:33 & im:22,Scaling laws linking compute to AI performance | High uncertainty in AI progress forecasting | Integrate AI-driven forecasting into strategic decision-making to raise cost estimates | 17x training speedup and 90% GPU utilization after pipeline refactor | AI and Compute and AI and Efficiency longitudinal datasets with exponential trend modelling,de:23 & im:26 & pr:22 & th:33 & va:2 || de:9 & im:22 & pr:22 & th:33 & va:33 || de:23 & pr:22,Integrate AI-driven forecasting into strategic decision-making to raise cost estimates | training 175B parameter autoregressive transformer on filtered Common Crawl | High uncertainty in AI progress forecasting | Scaling laws linking compute to AI performance | Expert survey median 20-30% probabilities of AI existential catastrophe || Provide comprehensive education and public transparency on AI progress and risks | AI and Compute and AI and Efficiency longitudinal datasets with exponential trend modelling | High uncertainty in AI progress forecasting | Scaling laws linking compute to AI performance | 17x training speedup and 90% GPU utilization after pipeline refactor || Integrate AI-driven forecasting into strategic decision-making to raise cost estimates | High uncertainty in AI progress forecasting,de:23 & im:27 & pr:22 & pr:4 & pr:5 & th:18 & va:22 || de:23 & im:26 & pr:24 & pr:26 & th:33 & va:38 || de:10 & im:3 & pr:15 & pr:32 & th:33 & va:33,Integrate AI-driven forecasting into strategic decision-making to raise cost estimates | Forecasting exercises with betting and accuracy scoring | High uncertainty in AI progress forecasting | Rapid proliferation of frontier AI models beyond developer control | Lack of robust AI safety measures in development pipelines | Probabilistic professional forecasting improves prediction calibration | Prediction markets beat ordinary teams by about 20% || Integrate AI-driven forecasting into strategic decision-making to raise cost estimates | training 175B parameter autoregressive transformer on filtered Common Crawl | Delegation of control to autonomous systems without override mechanisms | Intelligence explosion via recursive self-improvement in AI systems | Scaling laws linking compute to AI performance | GPT-3 few-shot results near state-of-the-art without fine-tuning || Reduce model size and increase data volume for compute efficiency | Reinforcement learning-enhanced Monte Carlo Tree Search combining policy and value networks | Automation bias errors of omission and commission in military settings | Unpredictable capability spikes from AI scaling in development | Scaling laws linking compute to AI performance | 17x training speedup and 90% GPU utilization after pipeline refactor,0.216
9,8,171,pr:27 & im:20 & de:17 & va:17 & pr:16,AI capability race incentives reducing safety investment in development | Security protocols preventing human manipulation (AI-box mitigation) | Restricting model capabilities and access as precautionary safety measure | Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence | Unstructured exploration preventing reward discovery in sparse environments,pr:27 || pr:19 & pr:27 || pr:16 & pr:27,AI capability race incentives reducing safety investment in development || Reward mis-specification inducing unintended optimization in RL systems | AI capability race incentives reducing safety investment in development || Unstructured exploration preventing reward discovery in sparse environments | AI capability race incentives reducing safety investment in development,pr:16 || de:17 & im:20 & pr:24 & th:21 & va:30 || de:17 & im:20 & pr:27 & pr:6 & va:17,Unstructured exploration preventing reward discovery in sparse environments || Restricting model capabilities and access as precautionary safety measure | Security protocols preventing human manipulation (AI-box mitigation) | Delegation of control to autonomous systems without override mechanisms | Supply chain concentration enables global compute governance | Historical governance successes mitigating technology risks || Restricting model capabilities and access as precautionary safety measure | Security protocols preventing human manipulation (AI-box mitigation) | AI capability race incentives reducing safety investment in development | insufficient AI safety research and implementation capacity | Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence,0.219
20,12,119,th:10 & va:36 & im:24 & pr:2 & im:2,Learning shared feature representations accelerates adaptation | Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5% | L2 weight decay throughout training in deep networks | Reliance on non-robust features in trained models | Stacked multi-head self-attention transformer encoder-decoder layers,de:10 & im:24 & pr:28 & th:10 & va:36 || de:10 & im:24 & pr:13 & pr:28 & th:10 & va:36 || de:19 & im:0 & pr:2 & th:10 & va:36,Reduce model size and increase data volume for compute efficiency | L2 weight decay throughout training in deep networks | Undertrained parameter-heavy models wasting compute cycles | Learning shared feature representations accelerates adaptation | Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5% || Reduce model size and increase data volume for compute efficiency | L2 weight decay throughout training in deep networks | Opaque neural network cognition | Undertrained parameter-heavy models wasting compute cycles | Learning shared feature representations accelerates adaptation | Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5% || Transformers leverage self-attention to capture global context | Apply PPO-based RL fine-tuning optimizing reward model plus KL penalty | Reliance on non-robust features in trained models | Learning shared feature representations accelerates adaptation | Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5%,de:31 & im:12 & pr:19 & th:13 & va:1 || de:19 & im:2 & pr:2 & th:32 & va:14 || de:31 & im:2 & pr:10 & th:10 & va:1,Embedding residual connections to preserve gradient flow during deep training | Sim2real training with domain randomisation | Reward mis-specification inducing unintended optimization in RL systems | Regularizing input gradients discourages spurious correlations | Human-preference trained agent success in Atari tasks || Transformers leverage self-attention to capture global context | Stacked multi-head self-attention transformer encoder-decoder layers | Reliance on non-robust features in trained models | attention mechanisms enable selective focus on relevant positions in sequence | Transformer models outperform prior architectures on language tasks || Embedding residual connections to preserve gradient flow during deep training | Stacked multi-head self-attention transformer encoder-decoder layers | Limited data efficiency in human preference learning for RL | Learning shared feature representations accelerates adaptation | Human-preference trained agent success in Atari tasks,0.156
6,2,45,pr:17 & va:17 & de:28 & im:10 & th:4,Tool-augmented malicious LLM behavior in deployment environments | Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence | Rigorous pre-deployment testing to reveal dangerous behaviors | Specification gaming evaluation benchmarks for reinforcement learning agents | Interpretability reveals hidden model logic,de:28 & im:10 & pr:17 & th:4 & va:17 || pr:17,Rigorous pre-deployment testing to reveal dangerous behaviors | Specification gaming evaluation benchmarks for reinforcement learning agents | Tool-augmented malicious LLM behavior in deployment environments | Interpretability reveals hidden model logic | Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence || Tool-augmented malicious LLM behavior in deployment environments,pr:17 || de:28 & im:10 & pr:17 & th:4 & va:17,Tool-augmented malicious LLM behavior in deployment environments || Rigorous pre-deployment testing to reveal dangerous behaviors | Specification gaming evaluation benchmarks for reinforcement learning agents | Tool-augmented malicious LLM behavior in deployment environments | Interpretability reveals hidden model logic | Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence,0.2
19,2,42,th:13 & de:10 & pr:2 & im:11 & va:34,Regularizing input gradients discourages spurious correlations | Reduce model size and increase data volume for compute efficiency | Reliance on non-robust features in trained models | Ensemble training with varied random seeds to detect underspecification | empirical studies show early stopping reduces overfitting,de:10 & im:11 & pr:16 & pr:2 & th:13 & va:34 || de:10 & im:11 & pr:2 & th:13 & va:34,Reduce model size and increase data volume for compute efficiency | Ensemble training with varied random seeds to detect underspecification | Unstructured exploration preventing reward discovery in sparse environments | Reliance on non-robust features in trained models | Regularizing input gradients discourages spurious correlations | empirical studies show early stopping reduces overfitting || Reduce model size and increase data volume for compute efficiency | Ensemble training with varied random seeds to detect underspecification | Reliance on non-robust features in trained models | Regularizing input gradients discourages spurious correlations | empirical studies show early stopping reduces overfitting,de:10 & im:11 & pr:2 & th:13 & va:34 || de:10 & im:11 & pr:16 & pr:2 & th:13 & va:34,Reduce model size and increase data volume for compute efficiency | Ensemble training with varied random seeds to detect underspecification | Reliance on non-robust features in trained models | Regularizing input gradients discourages spurious correlations | empirical studies show early stopping reduces overfitting || Reduce model size and increase data volume for compute efficiency | Ensemble training with varied random seeds to detect underspecification | Unstructured exploration preventing reward discovery in sparse environments | Reliance on non-robust features in trained models | Regularizing input gradients discourages spurious correlations | empirical studies show early stopping reduces overfitting,0.833
13,5,39,pr:37 & va:37 & de:37 & pr:19 & va:38,Inadequate alignment via RLHF training | specification gaming examples in current ML systems | Learning reward models from human feedback for alignment | Reward mis-specification inducing unintended optimization in RL systems | GPT-3 few-shot results near state-of-the-art without fine-tuning,pr:37 || pr:37 & va:37 || pr:19 & pr:37 & va:37,Inadequate alignment via RLHF training || Inadequate alignment via RLHF training | specification gaming examples in current ML systems || Reward mis-specification inducing unintended optimization in RL systems | Inadequate alignment via RLHF training | specification gaming examples in current ML systems,de:37 & im:9 & pr:37 & th:35 & va:38 || de:37 & im:3 & pr:37 & va:35 || pr:19 & pr:37 & va:37,Learning reward models from human feedback for alignment | Synthetic prompt generation and in-context principle application for self-align fine-tuning | Inadequate alignment via RLHF training | Self-generated chain-of-thought can unlock latent reasoning in LLMs | GPT-3 few-shot results near state-of-the-art without fine-tuning || Learning reward models from human feedback for alignment | Reinforcement learning-enhanced Monte Carlo Tree Search combining policy and value networks | Inadequate alignment via RLHF training | Simulation and offline user studies show improved coordination and efficiency || Reward mis-specification inducing unintended optimization in RL systems | Inadequate alignment via RLHF training | specification gaming examples in current ML systems,0.291
11,2,11,va:18 & im:18 & de:15 & im:9 & pr:5,Case studies of public acceptance improvements with explainable AI | Fine-tuning pre-trained image classifiers on small target datasets | Funding initiatives to expand AI safety research community | Synthetic prompt generation and in-context principle application for self-align fine-tuning | Lack of robust AI safety measures in development pipelines,de:15 & im:9 & pr:5 & th:2 & va:18 || de:2 & im:18 & pr:24 & th:10 & va:18,Funding initiatives to expand AI safety research community | Synthetic prompt generation and in-context principle application for self-align fine-tuning | Lack of robust AI safety measures in development pipelines | alignment problem requiring AI goals aligned with complex human values | Case studies of public acceptance improvements with explainable AI || Develop human-legible modular learning algorithm architecture | Fine-tuning pre-trained image classifiers on small target datasets | Delegation of control to autonomous systems without override mechanisms | Learning shared feature representations accelerates adaptation | Case studies of public acceptance improvements with explainable AI,de:2 & im:18 & pr:24 & th:10 & va:18 || de:15 & im:9 & pr:5 & th:2 & va:18,Develop human-legible modular learning algorithm architecture | Fine-tuning pre-trained image classifiers on small target datasets | Delegation of control to autonomous systems without override mechanisms | Learning shared feature representations accelerates adaptation | Case studies of public acceptance improvements with explainable AI || Funding initiatives to expand AI safety research community | Synthetic prompt generation and in-context principle application for self-align fine-tuning | Lack of robust AI safety measures in development pipelines | alignment problem requiring AI goals aligned with complex human values | Case studies of public acceptance improvements with explainable AI,0.111
