cluster_id,n_nodes,n_sources,centroid_sim_mean,top5_names
8,82,70,0.7409,Fund and expand AI safety research teams within leading labs | Provide targeted grants and fellowships to AI safety researc | Provide grants and fellowships to train and hire additional  | Fund and expand technical AI alignment research programs | Fund and establish dedicated AI safety research cent
14,81,62,0.5689,Enact global regulation requiring DNA synthesis screening an | Scale up present-day risk reduction efforts irrespective of  | Implement horizon-scanning informed updates to biosecurity r | Deploy asteroid deflection capability to prevent extinction | Codify multi-person authorization and time-delay 
10,80,74,0.695,Conduct formal verification of AI codebases before deploymen | Conduct automated model inspection before deployment to prev | Conduct extensive pre-deployment safety testing with formal  | Embed safety phase gates and iterative testing into AI devel | Apply formal verification tools to ensure no cat
12,78,77,0.7103,Conduct pre-deployment multi-benchmark evaluation of languag | Apply adversarial testing benchmarks for inner alignment bef | Integrate adversarial evaluation into pre-deployment testing | Use Machiavelli benchmark in pre-deployment evaluation pipel | Conduct standardized pre-deployment evaluations 
38,75,68,0.6713,Implement anomaly detection modules during AI deployment to  | restrict deployment of AI systems to narrow domains until al | implement continuous runtime anomaly detection in deployed A | Deploy access control layers restricting critical capabiliti | Deploy real-time applicability domain monitoring
23,71,64,0.6161,deploy ml-driven intrusion detection and vulnerability patch | Implement AI-enabled monitoring and content filtering system | Scale automated patch management across AI-driven infrastruc | Deploy fine-grained logging and traceability frameworks for  | Deploy system-centric behavioural malware detect
30,70,59,0.6582,Deploy legible motion planning in robots interacting with hu | Deploy internal-to-real dynamics transfer assistance in huma | Integrate underactuated human-aware MPC planning into autono | Deploy predictive robots with Bayesian intent inference and  | Integrate t-predictable planning algorithm into 
29,68,61,0.6833,Deploy RL-guided Monte Carlo Tree Search for planning in saf | Integrate deep RL meta-controller for runtime stopping and h | Apply curriculum-driven deep RL with neural-guided MCTS to h | Deploy deep RL-based meta-level controller to tune hyperpara | Incorporate COACH-based human-in-the-loop traini
31,67,58,0.6488,Design AI models with Bayesian probabilistic frameworks to q | Implement Bayesian network software to force conditional pro | Deploy standardized Bayesian modeling libraries during AI mo | Adopt inherently interpretable model architectures in high-s | Implement delayed impact modeling frameworks in 
13,65,55,0.668,Conduct matching fundraising campaigns to increase AI safety | Conduct targeted fundraising campaigns to finance Friendly A | Launch summer 2012 donation matching campaign to finance AI  | Conduct targeted fundraising campaigns to finance AI safety  | Conduct information-rich fundraising campaigns t
11,63,55,0.6051,Develop and use high-fidelity simulators built from large re | Release human brain imaging training and test datasets for m | Publish and maintain open misalignment benchmarks for large  | publish open datasets and codebases for research | Publish and maintain open AI alignment research dataset for 
15,62,59,0.8182,Fine-tune models with PGD adversarial training during traini | Fine-tune models with adversarial training using PGD perturb | Apply adversarial training during fine-tuning to improve rob | Fine-tune models with adversarial training to prioritize rob | conduct adversarial training on image models to 
9,60,58,0.706,Mandate pre-deployment safety evaluations and red-teaming fo | Implement strict internal publication and controlled-release | Mandate expert red team evaluations before model release | Mandate compute scale audits for frontier model developers | Adopt staged-release policy for powerful AI models
16,54,46,0.6761,Adopt pre-training to improve model calibration and OOD dete | Integrate likelihood-ratio OOD detector in pre-deployment te | Deploy Mahalanobis distance-based detector to reject or flag | Deploy adversarial OOD robustness testing before model relea | Apply adaptive binning-based calibration evaluat
32,54,52,0.6873,Publish comprehensive AI risk research articles and reports  | Produce and share accessible AI x-risk educational content f | Produce public educational content to raise AI safety awaren | Disseminate interactive AI risk educational resources to AI  | Publish longitudinal AI compute and efficiency r
20,54,47,0.7196,"Pretrain AI models on diverse large-scale datasets before ta | Pretrain transformers with large, diverse, self-supervised c | Pre-train vision models on large-scale dataset before fine-t | Pre-train models on multimodal image-text datasets to enhanc | Conduct large-scale generative pretraining befor"
7,51,51,0.7828,Conduct unrestricted adversarial example testing pre-deploym | Apply comprehensive adversarial red teaming and training bef | Conduct adversarial red-teaming and stress testing before de | Perform structured red teaming and capability evaluations be | Conduct adversarial red teaming before deploymen
21,44,44,0.7795,Fine-tune models jointly for task and critique generation to | Fine-tune language models using language feedback instead of | Fine-tune models with AI-generated critiques to improve eval | Fine-tune large language models with multi-task instruction  | Fine-tune language models using diverse opinion 
17,41,38,0.724,Deploy interpretability analysis suites on models before dep | Deploy automated interpretability analyses during pre-deploy | Deploy interpretability toolchain during pre-deployment safe | Develop and deploy mechanistic interpretability tooling to a | Audit models pre-deployment using mechanistic in
39,41,34,0.7207,Apply shielded decision-making during RL training and deploy | Apply VSRL safety guard to wrap RL algorithms and substitute | Adopt two-policy Safety Editor framework during RL training  | Integrate pre-shield masking during RL training and deployme | Train models with off-policy RL algorithms and p
6,40,37,0.7014,Train models with fairness-regularized objectives using dive | Apply fairness auditing and diverse training data in AI heal | Apply probabilistic data transformation to training datasets | Perform mandatory bias audit using demographic datasets on g | Augment and rebalance image training datasets du
35,39,29,0.7459,Organize professional forecasting competitions on AI progres | Run periodic incentivized AI timeline forecasting tournament | Form collaborative teams of high-performing forecasters to p | Establish crowd forecasting platform with elitist extremized | Conduct regular probabilistic forecasting tourna
37,37,28,0.6732,"Utilize distributed CPU actor and GPU learner infrastructure | Adopt neuromorphic spiking hardware for deployment of energy | Deploy domain-specific programmable accelerators (GPUs, FPGA | Deploy distributed decoupled RL system with CPU inference, d | Train models using SLIDE adaptive sparse CPU alg"
24,35,28,0.7367,Apply extensive random data augmentation during supervised t | Apply AugMix-style data augmentation during model pre-traini | apply AugMix augmentation and JS divergence consistency duri | Tune data augmentation strength to reach InfoMin sweet spot  | Integrate whitening and data augmentation pipeli
27,31,30,0.7427,Deploy HHH prompt during model interactions to reduce harmfu | Deploy standardized robust prompts for CLIP-like models | Deploy persona-based prompted interfaces for language models | Deploy language models with helpful-honest-harmless persona  | Deploy chain-of-thought and least-to-most prompting p
25,26,25,0.8498,Implement export controls on advanced AI chips to limit adve | Enforce export controls on advanced AI chips during distribu | Implement national export controls restricting supply of lea | Maintain and expand export controls on advanced AI chips and | Impose global export controls on advanced AI tra
33,19,18,0.7833,Deploy adversarially trained harmful-content output filter d | Deploy rejection sampling filtering to block disallowed mode | deploy real-time harmful content filters for language agents | Implement rejection sampling filters powered by harm classif | Deploy rejection sampling with injury classifier
36,18,16,0.8013,Plan LLM pre-training runs using Chinchilla compute-optimal  | Adopt data-optimal scaling strategies to reduce parameter co | Pre-train language models with compute-optimal parameter-to- | Adopt compute-optimal parameter-token scaling when designing | Select model size and dataset size using compute
26,17,16,0.857,Integrate experience replay buffer with uniform random sampl | Integrate experience replay buffers in Deep RL training at f | Integrate experience replay buffer into deep RL training pip | Integrate experience replay into RL fine-tuning to enhance l | Integrate experience replay during deep RL train
