subtype,cluster_id,prefix_key,rep_name,top3_names,n_members,n_vpn_members
implementation_mechanism,11,im:11,Ensemble training with varied random seeds to detect underspecification,Ensemble training with varied random seeds to detect underspecification | Stochastic dropout during training | independent model training and prediction averaging in deep ensembles,68,68
implementation_mechanism,12,im:12,Sim2real training with domain randomisation,"Sim2real training with domain randomisation | Automatic Domain Randomization algorithm for robot hand training | Randomize friction, mass, visuals, sensor noise across episodes",26,26
implementation_mechanism,13,im:13,Variational RSSM action-free video prediction trained with ELBO,"Variational RSSM action-free video prediction trained with ELBO | Dynamic attention LSTM predicting alpha(t) over lbef, ldiff, laft with entropy regul | RSSM-based stacked action-conditional model with shared decoder",73,73
implementation_mechanism,14,im:14,Planning capabilities implemented as stateless microservices communicating via RabbitMQ topics,"Planning capabilities implemented as stateless microservices communicating via R | Acme framework with modular actor, learner, and utility components | Hub-and-spoke pattern with message-oriented middleware for planning capability c",18,18
implementation_mechanism,15,im:15,Trojan trigger localization benchmark using L1 distance to ground truth masks,Trojan trigger localization benchmark using L1 distance to ground truth masks | Attention-map-based image masking for evaluation | Trojan trigger L1 distance evaluation protocol for saliency methods,12,12
implementation_mechanism,16,im:16,Projected gradient descent adversarial example generator with joint training,Projected gradient descent adversarial example generator with joint training | projected gradient descent adversarial training pipeline | projected gradient descent adversarial example generation in training loops,116,116
implementation_mechanism,17,im:17,Confidence-threshold reject option classifier,Confidence-threshold reject option classifier | Confidence-thresholded pseudo-label generation using preference predictor | Output rejection sampling using harm classifiers,33,33
implementation_mechanism,18,im:18,Fine-tuning pre-trained image classifiers on small target datasets,Fine-tuning pre-trained image classifiers on small target datasets | adversarially pre-train Downsampled ImageNet Wide ResNet with 10-step PGD then a | pre-train Wide ResNet on Downsampled ImageNet then fine-tune for 10-20 epochs on,27,27
implementation_mechanism,19,im:19,International AI governance frameworks for deployment controls,International AI governance frameworks for deployment controls | International governance frameworks for safe deployment | Governmental AI regulation and international treaties for AI oversight,149,149
implementation_mechanism,2,im:2,Stacked multi-head self-attention transformer encoder-decoder layers,Stacked multi-head self-attention transformer encoder-decoder layers | Transformer multi-head self-attention with positional encoding | Transformer architecture with multi-head self-attention in sequence transduction,127,127
implementation_mechanism,20,im:20,Security protocols preventing human manipulation (AI-box mitigation),Security protocols preventing human manipulation (AI-box mitigation) | Permission-control tools restricting unauthorized AI model use (AI PALs) | Technical interlocks requiring human authorization for nuclear launch,62,62
implementation_mechanism,21,im:21,Classifier-based anomaly detection for OOD inputs,Classifier-based anomaly detection for OOD inputs | Deep learning anomaly detectors integrated with fail-safe triggers | ensemble out-of-distribution detectors monitoring agent behavior,30,30
implementation_mechanism,22,im:22,AI and Compute and AI and Efficiency longitudinal datasets with exponential trend modelling,AI and Compute and AI and Efficiency longitudinal datasets with exponential tren | Dataset collection of state-of-the-art model training compute over time | Collection and analysis of training compute dataset across eras,20,20
implementation_mechanism,23,im:23,ROME causal knowledge editing in transformers,ROME causal knowledge editing in transformers | Rank-one model editing of MLP key-value pairs (ROME) | Apply ROME method to locate and edit factual knowledge in transformers,8,8
implementation_mechanism,24,im:24,L2 weight decay throughout training in deep networks,L2 weight decay throughout training in deep networks | Apply weight decay regularization during training | Weight decay through L1/L2 regularization during training,71,71
implementation_mechanism,25,im:25,Attainable Utility Preservation penalty integrated into RL reward,Attainable Utility Preservation penalty integrated into RL reward | Attainable Utility Preservation reward penalty implementation | Attainable Utility Preservation reward penalty implementation,42,42
implementation_mechanism,26,im:26,training 175B parameter autoregressive transformer on filtered Common Crawl,training 175B parameter autoregressive transformer on filtered Common Crawl | Chinchilla-style training with smaller model and larger dataset using same compu | 1.2B parameter transformer trained on large heterogeneous dataset,53,53
implementation_mechanism,27,im:27,Forecasting exercises with betting and accuracy scoring,Forecasting exercises with betting and accuracy scoring | Organization-wide prediction markets aggregating probabilities on technology tim | Prediction markets for AI risk and progress,51,51
implementation_mechanism,28,im:28,Cooperative inverse reinforcement learning to infer preferences,Cooperative inverse reinforcement learning to infer preferences | Inverse reinforcement learning for human preference inference | Cooperative Inverse Reinforcement Learning for preference inference,31,31
implementation_mechanism,29,im:29,"Crowdsourced bias-controlled image collection platform with random rotation, viewpoint, background s","Crowdsourced bias-controlled image collection platform with random rotation, vie | Dataset collection and verification pipeline for Met dataset | ObjectNet dataset of 50k bias-controlled test images",24,24
implementation_mechanism,3,im:3,Reinforcement learning-enhanced Monte Carlo Tree Search combining policy and value networks,"Reinforcement learning-enhanced Monte Carlo Tree Search combining policy and val | AlphaGo architecture combining deep CNNs, supervised pre-training, reinforcement | Deep RLHF with uncertainty-based reward model sampling",100,100
implementation_mechanism,30,im:30,Recursive decomposition with model assistance implementation,Recursive decomposition with model assistance implementation | Human microtask tree decomposition in factored cognition experiments | Amplification algorithm using AI to answer subquestions and learned decompositio,7,7
implementation_mechanism,31,im:31,mechanistic interpretability tools for neuron-circuit analysis,mechanistic interpretability tools for neuron-circuit analysis | Mechanistic interpretability via circuit analysis and representation extraction | Mechanistic interpretability via circuit analysis of model internals,105,105
implementation_mechanism,32,im:32,CPU+GPU+domain-specific accelerator heterogeneous systems,CPU+GPU+domain-specific accelerator heterogeneous systems | Protobuf serialized examples with GPU-resident Dataset pipeline | GPU/ASIC/analog deep learning accelerators achieving sub-nJ per flop,30,30
implementation_mechanism,33,im:33,AugMix composition of simple transformations for data augmentation,AugMix composition of simple transformations for data augmentation | Random geometric and photometric image transformations | AugMix data preprocessing pipeline,37,37
implementation_mechanism,34,im:34,Export controls on advanced AI compute hardware,Export controls on advanced AI compute hardware | Export controls on advanced AI chips | Hardware export controls restricting advanced AI chips,49,49
implementation_mechanism,35,im:35,Randomized survey instruments targeting AI governance challenge perceptions,Randomized survey instruments targeting AI governance challenge perceptions | 50-item Likert survey among 51 AGI safety experts | Expert risk surveys to guide alignment strategies,15,15
implementation_mechanism,36,im:36,Bayesian inference over utility functions from human behavior,Bayesian inference over utility functions from human behavior | Bayesian belief update of discretized b using observed human actions | Hidden Markov model inference over discrete beta values,58,58
implementation_mechanism,37,im:37,automated content classifier trained on policy-labeled data,automated content classifier trained on policy-labeled data | Consequence engine operational semantics with simulation-based outcome annotatio | ETHICS classifier filtering RL agent actions,25,25
implementation_mechanism,38,im:38,"Comprehensive cost-effectiveness model incorporating fixed/variable costs, scientist-equivalence, ab","Comprehensive cost-effectiveness model incorporating fixed/variable costs, scien | Open-source Squiggle codebase for QARY cost-effectiveness modeling | Multivariate endogenous growth simulations with resource variables",5,5
implementation_mechanism,39,im:39,Collection of contractor-labeled trajectories with keyboard-mouse interface,Collection of contractor-labeled trajectories with keyboard-mouse interface | Behavior cloning fine-tuning on limited human-human data | Imitation learning from human exploration trajectories,20,20
implementation_mechanism,4,im:4,Government and private grant programs targeting AI safety research,Government and private grant programs targeting AI safety research | Targeted AI safety research grant programs | Dedicated funding programs for AI alignment research,209,209
implementation_mechanism,5,im:5,Formal verification of logic-based AI components,Formal verification of logic-based AI components | Safety monitor synthesized from differential dynamic logic | Formal specification and model checking of AI controller software,66,66
implementation_mechanism,6,im:6,legible motion trajectory optimization,legible motion trajectory optimization | model learns dynamics but uses explicit reward during planning | Dyna architecture combining real and simulated experience updates,46,46
implementation_mechanism,7,im:7,"Red-teaming, audits, interpretability research, incident databases in AI development","Red-teaming, audits, interpretability research, incident databases in AI develop | Independent safety testing protocols and auditor assessments | external red teaming and quantitative evaluations",130,130
implementation_mechanism,8,im:8,maintain separate online and target networks alternating roles,maintain separate online and target networks alternating roles | Q-learning with ε-greedy exploration to learn optimal command sequences | Q-learning update rule with off-policy characteristics,131,131
implementation_mechanism,9,im:9,Synthetic prompt generation and in-context principle application for self-align fine-tuning,Synthetic prompt generation and in-context principle application for self-align  | 4600-word helpful honest harmless prompt prepended to model input | Language model-generated adversarial prompts and evaluation,110,110
problem_analysis,0,pr:0,Distribution mismatch between training and deployment data causes high softmax confidence on OOD inp,Distribution mismatch between training and deployment data causes high softmax c | miscalibration of probability estimates in modern neural networks under data shi | Distribution shift causes miscalibration of neural networks,108,108
problem_analysis,1,pr:1,correlated sequential data violating iid gradient assumptions in deep RL,correlated sequential data violating iid gradient assumptions in deep RL | gradient norm disparity across tasks in multi-prediction RL | High variance gradients during PPO optimization,124,124
problem_analysis,10,pr:10,Limited data efficiency in human preference learning for RL,Limited data efficiency in human preference learning for RL | limited diversity of training inputs in reinforcement learning from pixels | Lack of inductive biases and probabilistic models causing high sample complexity,164,164
problem_analysis,11,pr:11,Lack of global governance frameworks for AI safety,Lack of global governance frameworks for AI safety | Insufficient international coordination on AI safety governance | Lack of effective AI governance mechanisms across nations,133,133
problem_analysis,12,pr:12,Goal misalignment between AI objectives and human values in advanced AI,Goal misalignment between AI objectives and human values in advanced AI | Misalignment between AI objectives and human values in advanced AI systems | Value misalignment between AI objectives and human values,115,115
problem_analysis,13,pr:13,Opaque neural network cognition,Opaque neural network cognition | Opaque neural network internal representations hindering oversight | lack of model transparency for auditing neural reasoning,171,171
problem_analysis,14,pr:14,unintended side effects in complex RL environments,unintended side effects in complex RL environments | side effect-causing optimization in complex environments | Unintended side effects in complex environments,41,41
problem_analysis,15,pr:15,Automation bias errors of omission and commission in military settings,Automation bias errors of omission and commission in military settings | Base-rate neglect in interpreting positive test results | Failure to integrate prior odds with test sensitivity in diagnostic reasoning,32,32
problem_analysis,16,pr:16,Unstructured exploration preventing reward discovery in sparse environments,Unstructured exploration preventing reward discovery in sparse environments | Hard exploration tasks limit agent learning | Random exploration's inability to reach sparse reward signals in RL,109,109
problem_analysis,17,pr:17,Tool-augmented malicious LLM behavior in deployment environments,Tool-augmented malicious LLM behavior in deployment environments | AI systems increasing capacity to manipulate or obscure compliance data | autonomous internet-enabled LLM actions without human oversight,32,32
problem_analysis,18,pr:18,Lack of reliable human evaluation for complex tasks during training,Lack of reliable human evaluation for complex tasks during training | Scalability limits of human oversight in advanced system evaluation | Limited human evaluation bandwidth for complex model outputs,87,87
problem_analysis,19,pr:19,Reward mis-specification inducing unintended optimization in RL systems,Reward mis-specification inducing unintended optimization in RL systems | Reward misspecification in reinforcement learning agents | Reward function misspecification causing unintended behavior in RL agents,186,186
problem_analysis,2,pr:2,Reliance on non-robust features in trained models,Reliance on non-robust features in trained models | limited training data diversity causing poor generalization | Model overfitting from strong image encoders in multimodal transformers,188,188
problem_analysis,20,pr:20,Insufficient human predictability of RL agent behavior,Insufficient human predictability of RL agent behavior | Inaccurate human behavior modeling in single track road RL agents | Ambiguous observation of behavior obscuring underlying human dynamics in modelin,127,127
problem_analysis,21,pr:21,Orthogonality of intelligence and goals in AI agents,Orthogonality of intelligence and goals in AI agents | Orthogonality of intelligence and goals in AI systems | Orthogonality of intelligence and goals enabling arbitrary objectives,16,16
problem_analysis,22,pr:22,High uncertainty in AI progress forecasting,High uncertainty in AI progress forecasting | High uncertainty in AI progress timelines leading to inadequate preparation | Insufficient forecasting of AI progress timelines in policy contexts,78,78
problem_analysis,23,pr:23,Inner misalignment creating deceptive goal optimizers,Inner misalignment creating deceptive goal optimizers | Inner misalignment generating deceptive mesa-optimizers | Inner objective misalignment in learned optimizers,52,52
problem_analysis,24,pr:24,Delegation of control to autonomous systems without override mechanisms,Delegation of control to autonomous systems without override mechanisms | Delegation of kill decisions to fully autonomous weapons removes human oversight | Lack of robust AI control methods for advanced systems,29,29
problem_analysis,25,pr:25,Next-token prediction objective incentivizes mimicking misconceptions in LLMs,Next-token prediction objective incentivizes mimicking misconceptions in LLMs | Objective misalignment from next-token prediction training in language models | Token-level language modeling objective misalignment with human summary preferen,57,57
problem_analysis,26,pr:26,Intelligence explosion via recursive self-improvement in AI systems,Intelligence explosion via recursive self-improvement in AI systems | Recursive self-improvement increasing AI capability rapidly | recursive self-improvement of AI systems,38,38
problem_analysis,27,pr:27,AI capability race incentives reducing safety investment in development,AI capability race incentives reducing safety investment in development | Competitive race dynamics among AI developers leading to safety tradeoffs | competitive race dynamics among AI developers reducing safety investment,108,108
problem_analysis,28,pr:28,Undertrained parameter-heavy models wasting compute cycles,Undertrained parameter-heavy models wasting compute cycles | Imbalanced compute allocation favoring parameters over training tokens in transf | Excessive parameter counts increasing runtime compute,70,70
problem_analysis,29,pr:29,Insufficient certified robustness from intractable exact verification in DNNs,Insufficient certified robustness from intractable exact verification in DNNs | Computational intractability of exact adversarial robustness verification with u | Difficulty of safety verification for neural controllers over infinite horizons,29,29
problem_analysis,3,pr:3,Opaque AI decision processes limiting oversight,Opaque AI decision processes limiting oversight | Opacity of AI decision-making for stakeholders | Opacity of AI internal logic to lay users,99,99
problem_analysis,30,pr:30,Rare harmful behavior undetected by standard evaluation in generative models,Rare harmful behavior undetected by standard evaluation in generative models | Hidden problematic behaviors in trained models | hidden failure modes invisible to black-box testing in learned models,32,32
problem_analysis,31,pr:31,Insufficient alignment research relative to AI capability progress,Insufficient alignment research relative to AI capability progress | Insufficient alignment research progress relative to AI capabilities | insufficient alignment research progress relative to AI capabilities growth,57,57
problem_analysis,32,pr:32,Unpredictable capability spikes from AI scaling in development,Unpredictable capability spikes from AI scaling in development | Unpredictable emergent capabilities from scaling deep learning models | Rapid scaling of compute leading to unpredictable emergent capabilities,49,49
problem_analysis,33,pr:33,Deceptive alignment in advanced AI systems,Deceptive alignment in advanced AI systems | Deceptive alignment emergence in advanced AI systems | Deceptive alignment in advanced AI systems,30,30
problem_analysis,34,pr:34,Exponential combinatorial search space in PSPACE-complete planning problems,Exponential combinatorial search space in PSPACE-complete planning problems | Intractable search spaces in AI reasoning and planning | Combinatorial explosion of search space in high-complexity board games,46,46
problem_analysis,35,pr:35,Insufficient incentives and collaboration for AI safety practices,Insufficient incentives and collaboration for AI safety practices | Liability and reputational disincentives in AI incident sharing | Low incentive structures for professionals to work on AI safety,17,17
problem_analysis,36,pr:36,Anthropomorphism bias in human perception of AI systems,Anthropomorphism bias in human perception of AI systems | Anthropomorphism-induced user overtrust in physically embodied generalist agents | Brain-over-body bias in AI alignment research,7,7
problem_analysis,37,pr:37,Inadequate alignment via RLHF training,Inadequate alignment via RLHF training | Inadequate scalability of RLHF alignment techniques | Limited coverage and scalability of human preference data in RLHF training,40,40
problem_analysis,38,pr:38,Ambiguity of human preferences in AI objective specification,Ambiguity of human preferences in AI objective specification | Insufficient alignment of model objectives with human preferences | Incomplete contracting between humans and AI causing specification ambiguity,16,16
problem_analysis,39,pr:39,Adversarial vulnerability in neural network classifiers,Adversarial vulnerability in neural network classifiers | Adversarial vulnerability in ML models | Adversarial vulnerability in deep learning models,109,109
problem_analysis,4,pr:4,Rapid proliferation of frontier AI models beyond developer control,Rapid proliferation of frontier AI models beyond developer control | Rapid proliferation of frontier AI capabilities circumventing safeguards | Unrestricted access to high-end AI hardware enabling malicious capability prolif,129,129
problem_analysis,5,pr:5,Lack of robust AI safety measures in development pipelines,Lack of robust AI safety measures in development pipelines | Insufficient safety evaluation prior to AI deployment | Lack of rigorous pre-deployment evaluation of AI systems,112,112
problem_analysis,6,pr:6,insufficient AI safety research and implementation capacity,insufficient AI safety research and implementation capacity | Inadequate AI safety researcher capacity globally | Limited research talent focused on AI safety,295,295
problem_analysis,7,pr:7,Objective misspecification leading to unintended optimization in advanced AI systems,Objective misspecification leading to unintended optimization in advanced AI sys | Optimization of proxy objectives in machine learning training | reward function misspecification in advanced AI,140,140
problem_analysis,8,pr:8,Internet training data biases in language models,Internet training data biases in language models | Systemic biases in training data and model predictions | Training data composition propagates societal biases,69,69
problem_analysis,9,pr:9,Instrumental convergence drives power-seeking behavior in advanced AI,Instrumental convergence drives power-seeking behavior in advanced AI | Instrumental convergence power-seeking in advanced AI | Power-seeking instrumental convergence in advanced AI systems,142,142
theoretical_insight,0,th:0,AI assistance can improve evaluation accuracy,AI assistance can improve evaluation accuracy | AI-assisted oversight can scale feedback beyond human limits | AI-generated feedback can enrich human feedback coverage,35,35
theoretical_insight,1,th:1,Transparency enables additional reliability verification by domain experts,Transparency enables additional reliability verification by domain experts | Human oversight and AI-enabled monitoring mitigate misuse | Regulatory oversight and fairness audits can mitigate bias,125,125
theoretical_insight,10,th:10,Learning shared feature representations accelerates adaptation,Learning shared feature representations accelerates adaptation | Convolutional neural networks capture spatial invariances | Latent-space cross-attention decouples input size from model depth,155,155
theoretical_insight,11,th:11,Targeted funding and outreach accelerating Friendly AI research,Targeted funding and outreach accelerating Friendly AI research | Community-building and funding can attract and coordinate academic AI safety res | Accessible learning resources attract and train new AI safety researchers,108,108
theoretical_insight,12,th:12,Risk awareness moments enable extreme AI risk mitigation measures among elites,"Risk awareness moments enable extreme AI risk mitigation measures among elites | Early persuasion of policymakers, tech executives, and ML researchers enables ti | Need for proactive AI safety research alongside capabilities development",239,239
theoretical_insight,13,th:13,Regularizing input gradients discourages spurious correlations,Regularizing input gradients discourages spurious correlations | gradient smoothness enhances attacker strength and parameter update quality in a | Well-behaved gradients enable deeper DP-SGD models with less accuracy loss,101,101
theoretical_insight,14,th:14,Instrumental convergence towards power acquisition in goal-directed agents,Instrumental convergence towards power acquisition in goal-directed agents | instrumental convergence in strategically aware agents | Instrumental convergence drives goal-directed AI to seek power,30,30
theoretical_insight,15,th:15,counterfactual explanations causally relate input evidence to decisions,counterfactual explanations causally relate input evidence to decisions | Counterfactual reasoning enables human-understandable explanations | Human counterfactual reasoning facilitates model understanding,18,18
theoretical_insight,16,th:16,Darwinian natural selection applies to artificial agents favoring selfishness,Darwinian natural selection applies to artificial agents favoring selfishness | Darwinian selection favors selfish behavior in competitive AI ecosystems | Evolutionary selection favors selfish AI traits,9,9
theoretical_insight,17,th:17,detecting disguised missing values reduces prediction bias in cargo volume estimation,detecting disguised missing values reduces prediction bias in cargo volume estim | prediction-driven decision-making reduces offloading and increases revenue | flight-level error reduction achievable with gradient boosting over random fores,5,5
theoretical_insight,18,th:18,Probabilistic professional forecasting improves prediction calibration,Probabilistic professional forecasting improves prediction calibration | Explicit probabilistic quantification improves calibration in long-term forecast | Post-hoc probability calibration improves interpretability of model uncertainty,46,46
theoretical_insight,19,th:19,Marginal entropy minimization encourages confident invariant predictions,Marginal entropy minimization encourages confident invariant predictions | Maximum entropy principle yields least-biased reward distribution in IRL | Reducing representation information via conditional entropy bottleneck improves ,46,46
theoretical_insight,2,th:2,alignment problem requiring AI goals aligned with complex human values,alignment problem requiring AI goals aligned with complex human values | Proactive alignment research can steer AI objectives toward human values | Value alignment research can constrain AGI behavior to human values,138,138
theoretical_insight,20,th:20,Bootstrapping stronger aligned agents via iterated amplification,Bootstrapping stronger aligned agents via iterated amplification,1,1
theoretical_insight,21,th:21,Supply chain concentration enables global compute governance,Supply chain concentration enables global compute governance | Controlling hardware supply chains slows dangerous AI proliferation | Export controls can slow dangerous capability proliferation,24,24
theoretical_insight,22,th:22,Learning speed bounded by existing knowledge and computational intractability,Learning speed bounded by existing knowledge and computational intractability | Existence of threshold phenomena causing capability discontinuities in AI scalin | Computational physical limits bound maximum intelligence growth,13,13
theoretical_insight,23,th:23,Task decomposition enables scalable oversight,Task decomposition enables scalable oversight | Task decomposition reduces human evaluation complexity | Recursive task decomposition reduces evaluation burden,21,21
