stratum,risk_rank,risk_id,risk_name,eigenvector,pa_id,pa_name,pa_description,is_race_framed,notes
1,84,special_docs__32e8de0db7549c84e1dac76e1fd37389__node_0,Existential catastrophe from misaligned AGI in global governance,0.00025716841148921786,special_docs__32e8de0db7549c84e1dac76e1fd37389__node_3,Safety corner-cutting incentivized by AGI race dynamics in development,Competitive pressure to deploy capabilities first encourages teams to under-invest in safety (Frameworks for Coordination – AI race dynamics).,1,
1,85,eaforum__771dbc4f251cf5812a736ea9ad51d3ad__node_2,Accelerated unsafe AI deployment due to development arms race,0.0002564192247312796,eaforum__771dbc4f251cf5812a736ea9ad51d3ad__node_5,Incentive mismatch in AI development race scenarios,"Developers have incentives to deploy faster even when it undermines collective safety, characteristic of arms-race situations.",1,
1,89,youtube__f1c95c93eea11501d1f7f1a9f234d05f__node_2,Loss of coordination among major AI actors,0.00024574141466425167,youtube__f1c95c93eea11501d1f7f1a9f234d05f__node_5,Competitive incentives favor speed over safety in AI labs,"Market and prestige rewards push labs to deploy new capabilities quickly, at the expense of thorough safety work.",1,
1,96,alignmentforum__cff99d72b86cdcc0b3f4d90030858dd3__node_1,Automated warfare escalation due to autonomous weapons,0.00023420375857519985,alignmentforum__cff99d72b86cdcc0b3f4d90030858dd3__node_5,Deployment pressure in AI race reduces safety margins,"Nations and firms competing for strategic or commercial advantage may shorten testing phases, cede control, or prioritise capabilities over robustness.",1,
1,97,eaforum__21aeb0e749029cd8c291291d56f6df4b__node_0,Unsafe deployment of powerful AI systems in industry,0.00022956593698895443,eaforum__21aeb0e749029cd8c291291d56f6df4b__node_1,Competitive race to the bottom on safety incentives in AI industry,"Firms fear losing competitive advantage, so they under-invest in safety, increasing overall deployment risk.",1,
1,100,eaforum__814a52931899dd9edb895898b674f672__node_1,Economic displacement of screenwriters by AI automation,0.00021767561566044208,eaforum__814a52931899dd9edb895898b674f672__node_5,Competitive pressure incentivizing rapid AI deployment,"Problem analysis that economic rivalry between tech firms drives fast scaling and release, often ahead of robust safeguards.",1,
2,>100,special_docs__d7540ad163504b57cb7398c4e89546ee__node_14,Catastrophic misalignment from high-level machine intelligence in global context,8.904656476512114e-18,special_docs__d7540ad163504b57cb7398c4e89546ee__node_15,Concentration of HLMI development among few actors with strong competitive incentives,"HLMI research requires massive resources, limiting players to a few states/firms, increasing race pressure and secrecy.",1,
2,>100,special_docs__21f064ab9f06b815067d3f3d432dc549__node_0,AI-disaster from unsafe first advanced AI,8.422154741238283e-05,special_docs__21f064ab9f06b815067d3f3d432dc549__node_1,Safety skimping incentives in AI arms race,Competing teams lower safety level s to finish first because victory rewards outweigh perceived extra risk.,1,
2,>100,special_docs__34bccca783f3b9f29b8709ba28a226de__node_1,Catastrophic deaths from superintelligent AI,0.0001687840463552052,special_docs__34bccca783f3b9f29b8709ba28a226de__node_10,Uncontrolled arms race in AI development,Rapid pursuit of increasingly capable AI by multiple actors without adequate safety alignment.,1,
2,>100,blogs__1e0f6ca4ac6a4c66c0aee41c69da7cfa__node_0,Existential harm to humans from uncontrolled AI systems,2.1133291112290727e-36,blogs__1e0f6ca4ac6a4c66c0aee41c69da7cfa__node_1,Emergence of competing AIs lacking alignment safeguards,"The appearance of artificial agents that are not subject to common safety constraints, creating direct competitive threats to humanity.",0,FP: describes AI-AI competition not human race to develop AI
2,>100,arxiv__4f947aa9df9f912dca89c7b3870b09fc__node_14,Catastrophic AI accident due to weak safety culture in AI labs,1.111472303556098e-06,arxiv__4f947aa9df9f912dca89c7b3870b09fc__node_15,Competitive pressure driving insufficient organizational safety processes,Problem analysis that intense market or geopolitical competition incentivises labs to ship capabilities before rigorous safety testing and governance structures are in place.,1,
2,>100,special_docs__775db43b90c24aa56b78d231c998775a__node_1,Great power conflict escalated by AI-driven instability,4.658776109046932e-06,special_docs__775db43b90c24aa56b78d231c998775a__node_6,Competitive dynamics and misperception during rapid AI technological change,"States race for AI advantage, potentially misreading opponents or automation capabilities, heightening war risks.",1,
2,>100,youtube__e9108282a7733c053116a3e31e628ef3__node_1,Global instability due to AI competition,6.86724904785546e-06,youtube__e9108282a7733c053116a3e31e628ef3__node_5,Great power competition over AI capabilities,"States vie for economic and military benefits from AI, potentially heightening tensions and miscalculation.",1,
2,>100,special_docs__fa984fb79b5d14dd0a364e9dfedefd9a__node_1,Destabilizing great-power AI arms race,4.1873947487602045e-05,special_docs__fa984fb79b5d14dd0a364e9dfedefd9a__node_4,National and corporate incentives for competitive AI development,"Economic and strategic benefits push firms and states to accelerate AI R&D, fostering a race dynamic.",1,
2,>100,eaforum__625faf0e3315bb0b982543b9feaf3dd1__node_0,Mutual destruction from uncontrollable ultimate technology escalation,7.07579543548423e-36,eaforum__625faf0e3315bb0b982543b9feaf3dd1__node_1,Technological arms race incentives among rival actors in ultimate technology development,"Rival groups fear domination and therefore pursue ever-higher technology levels, increasing accident risk.",1,
2,>100,special_docs__a7027258e63016a4a6176a4b5d76dfb0__node_1,Global instability from AI development arms race,8.57472220301136e-05,special_docs__a7027258e63016a4a6176a4b5d76dfb0__node_4,Competitive incentives lowering safety standards in AGI arms race,"Actors may sacrifice rigorous safety testing to win the development race, amplifying systemic risk.",1,
2,>100,lesswrong__8b207f88486abfc4cfda9bc2ae64ace4__node_2,Malthusian upload scenario in post-human economy,6.104543592111853e-21,lesswrong__8b207f88486abfc4cfda9bc2ae64ace4__node_8,Economic competition among uploads driving resource exhaustion,"Uploads replicate to out-compete each other, pushing resource consumption until average welfare collapses.",0,FP: describes competition among digital uploads not AI development race
2,>100,special_docs__5906ff638db93496720f987eac9e053c__node_1,Technonationalist AI economic blocs formation,8.678384281035059e-40,special_docs__5906ff638db93496720f987eac9e053c__node_4,Propagation of AI arms race narratives in policy discourse,Simplistic memes such as an inevitable US-China AI arms race steer policy toward competitive rather than cooperative stances.,1,meta-discussion about race framing
2,>100,lesswrong__c00a8e9e3cc2566189cf19dfe0a4753a__node_0,Failure of scalable AI alignment schemes under ongoing value-competition coupling,6.192554189537496e-15,lesswrong__c00a8e9e3cc2566189cf19dfe0a4753a__node_2,Competitive pressure from successor alignment difficulty in AGI economy,Agents that cannot cheaply ensure their successors share their exact values face incentives to act competitively and accumulate resources before value drift occurs.,0,FP: describes AGI agents facing competitive pressure not human race
2,>100,special_docs__5bbc953a34ea8f1a7b35a0e0f56d5d2d__node_2,Suffering from rogue AI developers lacking humane constraints,8.804456793983581e-05,special_docs__5bbc953a34ea8f1a7b35a0e0f56d5d2d__node_3,Competitive dynamics incentivising single-winner AI development,"Geopolitical rivalry creates incentives for states or firms to prioritise speed and secrecy over safety, leading to arms-race behaviour.",1,
2,>100,alignmentforum__3fdc489e72ab5b15c4baf92f30341414__node_4,Human value erosion due to economic competition with AI systems,5.571948437562228e-16,alignmentforum__3fdc489e72ab5b15c4baf92f30341414__node_9,Competitive pressures favoring short-term gains over long-term values in AI deployment,Mechanism explaining how economic competition can prioritize performance metrics that sideline shared human values.,1,
2,>100,lesswrong__351f3a9664d8807edf2483cdf2635866__node_0,Extreme suffering risks from AI conflict,1.4137041457420853e-11,lesswrong__351f3a9664d8807edf2483cdf2635866__node_1,Zero-sum competition among transformative AI systems,"Situations where multiple advanced AI agents view resource acquisition as a zero-sum game, leading to potential violent or coercive interactions.",0,FP: describes AI-AI competition not human race
