cluster_type,cluster_id,n_members,llm_name,llm_description,judge_accurate,judge_issues,judge_split_candidate,judge_confidence,suggested_revision,final_name,top5_node_names
intervention,10,95,"AI Governance via Oversight, Standards, and Audits","Establish binding regulatory and organizational oversight structures that enforce pre-deployment testing, audits, standards, and veto power over high-risk AI development and deployment.",True,,False,high,,"AI Governance via Oversight, Standards, and Audits",Implement international AI regulatory frameworks and enforcement mechanisms | Legislate and enforce risk-based AI regulation requiring pre-deployment testing and compliance audits | Establish mandatory ethics boards with veto power over AI deployments | Establish cross-disciplinary ethics committees governing AI product lifecycles | legislate rights-based data protection frameworks for AI systems
intervention,11,117,AI safety awareness and outreach content campaigns,"Create and disseminate accessible research, debates, benchmarks, and educational resources to raise awareness, inform stakeholders, and build support for AI safety and governance.",True,,True,high,"AI safety awareness, outreach, and educational content campaigns","AI safety awareness, outreach, and educational content campaigns",Produce and share accessible AI x-risk educational content for researchers and public | Publish comprehensive AI risk research articles and reports to raise awareness | Conduct recurring public AI existential risk debates targeting policymakers and societal leaders | Produce public educational content to raise AI safety awareness | Disseminate interactive AI risk educational resources to AI researchers
intervention,12,14,Pre-deployment fairness auditing and bias mitigation,"Use pre-release audits, benchmarking, blind evaluation, training, and dataset improvements to detect and reduce discriminatory bias in AI systems before deployment.",True,"The name fits the dominant theme of pre-deployment fairness audits, bias detection, and mitigation. However, the cluster also includes some adjacent but distinct subthemes such as blind evaluation/protected-attribute redaction, dataset/benchmark creation, and training/calibration of humans or experts.",True,medium,"Pre-deployment fairness auditing, bias mitigation, and benchmarked evaluation","Pre-deployment fairness auditing, bias mitigation, and benchmarked evaluation",Conduct pre-deployment fairness audits and adjust credit scoring algorithms to reduce discrimination | Perform mandatory bias audit using demographic datasets on generalizable vision models prior to deployment | Perform protected-attribute fairness audits before deploying decision systems | Apply fairness auditing and diverse training data in AI healthcare diagnostic models | Conduct calibration and debiasing workshops for AI experts prior to elicitation exercises
intervention,13,26,Multi-objective recommender ranking with aligned penalties,"Replace engagement-only ranking with supervised or multi-objective objectives that incorporate user value, well-being, diversity, and harm penalties to reduce manipulation and harmful exposure.",True,,False,high,,Multi-objective recommender ranking with aligned penalties,replace click-through RL objectives with supervised preference prediction in recommender systems before deployment | Deploy multi-objective recommender optimization with fairness and misinformation penalties | Incorporate periodic user well-being surveys as optimization targets during recommender retraining | Integrate meaningful social interactions prediction into content ranking objectives during fine-tuning and deployment | Roll out aligned recommender systems with extrapolated volition metrics in deployment
intervention,14,15,Beginner-Friendly AGI Safety Q&A Infrastructure,"Create recurring, moderated question-and-answer spaces and supporting forum tools that lower entry barriers, collect FAQs, and improve AGI safety knowledge access.",True,"The name matches the recurring beginner-friendly Q&A / FAQ infrastructure theme across most nodes, but a minority of nodes shift toward broader platform/navigation or wiki-content workflows rather than Q&A spaces specifically.",True,medium,Beginner-Friendly AGI Safety Q&A and FAQ Infrastructure,Beginner-Friendly AGI Safety Q&A and FAQ Infrastructure,Publish monthly beginner-friendly AGI safety FAQ threads on community forums | Host monthly beginner-friendly AGI safety Q&A posts | Publish monthly beginner-focused AGI safety FAQ posts on LessWrong | Organize monthly beginner-friendly AGI safety question threads on LessWrong | Publish recurring beginner-friendly FAQ threads on AGI safety forums
intervention,15,87,Pre-deployment mechanistic interpretability safety audits,"Run circuit-level interpretability audits before deployment to detect deceptive, power-seeking, or misaligned subcircuits and block unsafe model release.",True,,False,high,,Pre-deployment mechanistic interpretability safety audits,Conduct mechanistic interpretability audits before deployment | Perform mechanistic interpretability audits on models pre-deployment | Conduct mechanistic interpretability audits on frontier models during pre-deployment testing | Audit trained models pre-deployment using mechanistic interpretability tools | Conduct circuit-level interpretability audits on models pre-deployment to identify dangerous behaviors
intervention,16,25,Ensemble-based uncertainty robustness and calibration,"Train or deploy multiple model variants and aggregate their predictions to reduce overconfidence, estimate uncertainty, and improve robustness under shift, noise, or underspecification.",True,,True,high,"Ensemble methods for uncertainty estimation, calibration, and robustness","Ensemble methods for uncertainty estimation, calibration, and robustness",train and deploy deep ensembles to improve uncertainty robustness | Train ensembles with varied random seeds to quantify underspecification before deployment | Perform multi-scale test-time evaluation by averaging predictions across scales | Deploy ensemble prediction averaging in production to mitigate overconfidence under dataset shift | Deploy inference-time neural network ensemble plurality voting to mitigate label-noise errors
intervention,17,42,Runtime deployment-time safeguards and coordination modules,"Implements operational add-ons that improve deployed AI behavior through safer communication, decision support, coordination, controllability, and action translation at inference time.",True,,True,medium,"Deployment-time operational safeguards, coordination, and control modules","Deployment-time operational safeguards, coordination, and control modules",deploy self-triggered robustness-surrogate communication protocol during MARL execution | Deploy cooperative delegate agents in collective-risk platforms | Deploy retrieval-augmented generation pipelines at inference time to mitigate hallucinations | integrate imaginary play execution module into deployed agents to handle communication outages | Deploy selective advising policies in operational AI decision support systems
intervention,18,53,Critique-Guided Fine-Tuning and Human Feedback,"Train models with textual critiques, expert demonstrations, and human-in-the-loop or AI-assisted feedback to improve alignment, evaluation, and task performance during fine-tuning.",True,,True,medium,"Critique-Guided, Expert, and Human-in-the-Loop Fine-Tuning","Critique-Guided, Expert, and Human-in-the-Loop Fine-Tuning",Fine-tune models jointly for task and critique generation to assist human evaluation | Fine-tune language models with language feedback signals to align with human preferences | Fine-tune language models using language feedback instead of scalar rewards | Fine-tune models via iterated distillation and amplification to maintain alignment | Deploy model-assisted human-in-the-loop feedback workflow in fine-tuning of language models
intervention,19,80,Demonstration-Based Pretraining for RL Policies,"Initialize or pretrain agents on human demonstrations, expert trajectories, or large task corpora before RL fine-tuning to improve sample efficiency and reduce unsafe exploration.",True,"The name fits the dominant theme of pretraining/initializing RL policies from demonstrations or expert trajectories before fine-tuning. A few nodes also cover related but adjacent ideas like hierarchical policies, preference feedback, procedural levels, and domain randomization, but these are minority variants rather than separate cluster themes.",False,high,,Demonstration-Based Pretraining for RL Policies,Pre-train policy networks via supervised imitation learning on human demonstrations | Train agents via imitation learning from expert demonstrations prior to RL | Train robot manipulation policies using recurrent behavioral cloning on human demonstration datasets | Integrate demonstration-based pretraining and hierarchical policies into RL pipelines | Train RL agents on large procedurally generated level sets to improve generalization
intervention,20,25,Experience Replay for Stable Deep RL Training,"Maintain a replay buffer and sample past transitions, usually uniformly, to decorrelate updates, stabilize learning, and improve sample efficiency during deep RL fine-tuning.",True,"The name captures the dominant shared theme: uniform/random experience replay for stabilizing and improving sample efficiency in deep RL training. However, one representative node is prioritized experience replay, so the cluster is not perfectly uniform.",False,high,Experience Replay for Stable Deep RL Training,Experience Replay for Stable Deep RL Training,Integrate experience replay buffer with uniform random sampling during RL training | Integrate experience replay buffer into deep RL training pipelines | Integrate experience replay buffers in Deep RL training at fine-tuning stage to decorrelate updates | Integrate experience replay into RL fine-tuning to enhance learning efficiency | Include experience replay buffer when fine-tuning RL agents to stabilize learning
intervention,21,48,Formal verification in AI development pipelines,"Use theorem proving, model checking, abstraction, and exhaustive testing before deployment to mathematically verify AI components meet specified safety properties.",True,,False,high,,Formal verification in AI development pipelines,Conduct formal verification of AI codebases before deployment | Integrate formal verification of AI components in development pipeline | Apply formal verification tools to ensure no catastrophic actions before deployment | Integrate formal verification and exhaustive automated testing in AI development pipelines | Apply formal specification and model checking during AI system design to eliminate critical errors
intervention,22,69,Deployment-time rejection and confidence filtering,"At inference, classifiers or confidence/OOD checks reject, resample, or flag unsafe or low-confidence inputs and outputs before they reach users.",True,,False,high,,Deployment-time rejection and confidence filtering,Deploy rejection sampling filtering to block disallowed model outputs | Deploy Mahalanobis distance-based detector to reject or flag low-confidence inputs during model deployment | Deploy adversarially trained harmful-content output filter during model deployment | Deploy rejection sampling with injury classifier to block injurious outputs in production LLMs | Deploy policy-aligned content classifier as output filter at inference time
intervention,23,101,Human-aware predictive control for safe coordination,"Deploy planning and control methods that infer human intent, predict responses, and adapt actions online to improve safety, coordination, and communication in shared autonomy.",True,,False,high,,Human-aware predictive control for safe coordination,Deploy legible motion planning in robots interacting with humans | Integrate active offline policy selection pipeline during pre-deployment testing of robotic RL systems | Deploy internal-to-real dynamics transfer assistance in human-robot control interfaces | Deploy predictive robots with Bayesian intent inference and continuous adaptive task allocation | Deploy model-free shared autonomy with human-in-the-loop deep Q-learning for real-time control systems
intervention,24,78,RLHF fine-tuning for aligned language models,"Use human preference data and reward-model-guided reinforcement learning to fine-tune language models toward helpful, honest, harmless, and less harmful behavior.",True,,False,high,,RLHF fine-tuning for aligned language models,Fine-tune language models with RLHF to reduce misalignment | Fine-tune language models with RLHF to align behavior during training | Fine-tune language models with RLHF using human preference data | Fine-tune language models with RLHF to align outputs with human intent | Fine-tune large language models with RLHF to reduce harmful outputs
intervention,25,105,Explainable and interpretable AI deployment interfaces,"Deploy transparent AI systems with explanations, uncertainty, counterfactuals, and human review to improve user understanding, trust calibration, and safe decision-making.",True,,False,high,,Explainable and interpretable AI deployment interfaces,Deploy explainable Bayesian diagnostic support systems in clinical workflows | deploy counterfactual explanation modules in AI decision systems for end-user transparency | Deploy explanation interfaces with uncertainty visualization for end-users and supervisors | Provide users with explainable AI interfaces including global/local explanations and confidence scores | Deploy calibrated confidence-only AI recommendations in decision-support systems
intervention,26,174,Reward- and policy-based RL fine-tuning methods,"Fine-tune reinforcement learning policies using human feedback, reward shaping, auxiliary losses, or model-based optimization to improve behavior, safety, and task performance.",True,,False,high,,Reward- and policy-based RL fine-tuning methods,Fine-tune robot policies with inclusive reward learning using underestimating choice sets | Fine-tune RL agents with human feedback on hypothetical trajectories to avoid unsafe environmental traps | Fine-tune RL agents using ADVISOR adaptive loss with auxiliary policy to bridge imitation gap | Fine-tune RL agents with VICE using success-state examples to learn event-based rewards | fine-tune robot policies with PPO on simulated human learning behaviours
intervention,27,23,KL-Regularized RLHF Fine-Tuning,Use PPO-style RLHF with a KL penalty to optimize human-preference reward while constraining policy drift from the pretrained model.,True,,False,high,,KL-Regularized RLHF Fine-Tuning,Include KL divergence penalty term during RLHF optimization to prevent mode collapse | Fine-tune language models with RLHF using PPO and per-token KL penalty to align with human instructions | fine-tune language models with kl-regularised rlhf using beta kl penalty | Apply KL divergence penalty during PPO fine-tuning | Fine-tune models with KL-regularised RL objective during alignment
intervention,28,19,International treaty banning autonomous weapons,"Pursue multilateral diplomacy to create and enforce binding agreements that prohibit or tightly limit fully autonomous lethal weapon development, deployment, and transfer.",True,,False,high,,International treaty banning autonomous weapons,Negotiate and ratify international treaty limiting autonomous weapon deployment | Negotiate and ratify international treaties prohibiting deployment of fully autonomous offensive weapon systems | Negotiate and ratify international treaty banning development or deployment of fully autonomous weapons | Negotiate and adopt international treaty banning fully autonomous lethal weapons | Negotiate and ratify international treaty banning lethal autonomous weapons
intervention,29,5,Experimental infrastructure for neural modeling validation,"Build specialized experimental platforms and validation pipelines to empirically test brain, cognition, and alignment models before scaling to larger systems.",True,,False,medium,,Experimental infrastructure for neural modeling validation,Conduct large-scale isotropic fractionator studies across mammalian brains to refine cognitive scaling databases | Conduct DishBrain-style closed-loop neural culture experiments to test FEP-based alignment models | Conduct factored cognition experiments to benchmark HCH competitiveness | Complete and validate C. elegans whole brain emulation as proof-of-concept | Construct dedicated synchrotron beamlines optimized for expanded brain tomography
intervention,30,17,Periodic target networks for stable Double Q-learning,"Use a separate, periodically refreshed target network in Q-learning or Double Q-learning to stabilize bootstrapping and reduce overestimation bias.",True,,False,high,,Periodic target networks for stable Double Q-learning,Use periodic target Q-network updates during RL training to stabilize value learning | Update target networks periodically in Q-learning systems | Employ periodically updated target network during Q-learning | Compute double Q-learning targets using separate networks during fine-tuning | Update Q-learning targets with periodically refreshed target networks during fine-tuning
intervention,31,28,AI-assisted human workflow augmentation for capability building,"Deploy AI copilots, tutoring, and collaborative tools to accelerate human performance, training, and research while keeping humans in the loop for judgment and verification.",True,,False,high,,AI-assisted human workflow augmentation for capability building,Deploy coding-based AI assistants to accelerate alignment research before TAI | Deploy generative-model-based productivity tools in alignment research labs | Deploy human-AI collaborative tools that keep humans responsible for symbolic reasoning tasks | Adopt skill-conditioned behavior cloned AI assistants for human training and collaboration | Adopt AI code completion tools during coding phase in software development
intervention,32,53,Attainable Utility Preservation penalty for RL training,Add an AUP impact penalty to reinforcement learning rewards during training or fine-tuning so agents learn low-impact policies and avoid unintended side effects.,True,,False,high,,Attainable Utility Preservation penalty for RL training,Fine-tune reinforcement-learning agents with attainable utility preservation penalty during training | Apply attainable utility preservation penalty during RL fine-tuning to limit side effects | Fine-tune RL agents with Attainable Utility Preservation impact penalty | Fine-tune RL agents with Attainable Utility Preservation penalty to reduce unintended side effects | Apply attainable utility preservation penalty during reinforcement learning training
intervention,33,34,Prompt-based deployment-time model steering,"Prepend standardized prompts or instructions at deployment to steer model behavior toward helpfulness, honesty, safety, robustness, or improved reasoning.",True,,True,high,Deployment-time prompting and instruction steering,Deployment-time prompting and instruction steering,Deploy HHH prompt during model interactions to reduce harmful or dishonest outputs | Deploy persona-based prompted interfaces for language models in production systems | Deploy standardized robust prompts for CLIP-like models | Deploy system prompts enforcing factuality and helpfulness during deployment | Deploy language models with helpful-honest-harmless persona prompting
intervention,34,71,Large-scale pretraining before task fine-tuning,"Train models on broad, diverse self- or supervised datasets first to build robust representations and improve downstream generalization, robustness, and sample efficiency.",True,,False,high,,Large-scale pretraining before task fine-tuning,"Pretrain AI models on diverse large-scale datasets before task-specific fine-tuning | Pre-train models on multimodal image-text datasets to enhance robustness | Pre-train vision models on large-scale dataset before fine-tuning for target tasks | Pretrain transformers with large, diverse, self-supervised corpora before downstream fine-tuning | Conduct large-scale generative pretraining before fine-tuning to mitigate overfitting"
intervention,35,185,RLHF with human preference reward modeling,Fine-tune or RL-train models using learned reward models from human preference comparisons to better align behavior with human intent and reduce misoptimization.,True,,False,high,,RLHF with human preference reward modeling,Fine-tune/RL train models with human preference reward learning signals | Fine-tune RL agents using human preference-based reward models to align intent | Fine-tune RL agents with reward models learned from human preferences to reduce specification gaming | Fine-tune models using reward modeling for human preference alignment | Fine-tune models with reward modeling on human preference data during reinforcement learning phase
intervention,36,38,Robust and balanced image data augmentation,"Improve model robustness and fairness by augmenting, mixing, and rebalancing training images during pre-training or fine-tuning, often with consistency regularization.",True,,True,medium,Image data augmentation for robustness and dataset balancing,Image data augmentation for robustness and dataset balancing,Apply AugMix-style data augmentation during model pre-training | Apply extensive random data augmentation during supervised training | Augment and rebalance image training datasets during pre-training to reduce misclassification bias | apply AugMix augmentation and JS divergence consistency during image classifier training | Apply PixMix data augmentation during pre-training of vision models
intervention,37,6,ROME-based factual knowledge editing,"Targets specific unsafe or incorrect facts by applying rank-one weight updates to mid-layer MLP parameters during or after fine-tuning, without retraining the full model.",True,,False,high,,ROME-based factual knowledge editing,apply rank-one model editing to update factual knowledge during fine-tuning phase | Apply rank-one model editing on key-value pairs to correct unsafe factual knowledge during fine-tuning | Correct factual errors via ROME rank-1 updates before deployment | Implement ROME-based factual knowledge editing during fine-tuning | Apply ROME weight editing post-training to correct specific factual errors without retraining
intervention,38,68,Structured forecasting for AI risk planning,"Use incentivized forecasts, surveys, and prediction markets to quantify AI timelines and risks, guiding safety research priorities, policy, and resource allocation.",True,,False,high,,Structured forecasting for AI risk planning,Organize professional forecasting competitions on AI progress metrics to guide safety planning | Run periodic incentivized AI timeline forecasting tournaments to inform safety planning | Run regular incentivized forecasting tournaments on AI existential risk | Establish crowd forecasting platform with elitist extremized aggregation for AI risk questions | Form collaborative teams of high-performing forecasters to predict AI timelines
intervention,39,42,Export controls on advanced AI chips,"Governments restrict shipment, licensing, and supply-chain access to frontier AI hardware to limit high-risk actors' compute capacity and prevent unsafe capability concentration.",True,,False,high,,Export controls on advanced AI chips,Enforce export controls on advanced AI chips during distribution | Implement export controls on advanced AI chips to high-risk actors | Implement export controls on advanced AI chips to limit adversary capabilities | Implement export controls on advanced AI chips to restrict access to compute | Enforce global export controls on advanced AI chips and compute infrastructure
