cluster_type,cluster_id,n_members,llm_name,llm_description,judge_accurate,judge_issues,judge_split_candidate,judge_confidence,suggested_revision,final_name,top5_node_names
risk,29,15,AI-driven wealth and power concentration,"Transformative AI concentrates profits, economic influence, and geopolitical power in a small set of actors, worsening inequality, instability, and democratic erosion.",True,,True,medium,"AI-driven concentration of wealth, economic, and geopolitical power",AI-driven wealth and power concentration,Extreme wealth concentration from advanced AI in global economy | Economic inequality exacerbation due to AI-driven wealth concentration | Extreme economic inequality from transformative AI windfall | Extreme wealth inequality from AI windfall profits | Concentration of economic power in AI companies in global economy
risk,30,39,Existential catastrophe and human extinction risks,"Risks of global or technological catastrophes that could destroy humanity or permanently curtail its long-term potential, including climate, nuclear, WMD, and advanced AI pathways.",True,"The name is broadly accurate, but it conflates the broader existential-risk framing with the narrower human extinction framing; the cluster also includes several specific pathways (climate, nuclear, WMD, AI).",True,high,Existential risk and human extinction pathways,Existential catastrophe and human extinction risks,Existential catastrophe causing extinction of humanity | Existential catastrophe terminating human potential | Existential risk to humanity from global catastrophes | Human extinction from WMD-enabled arms races in global geopolitics | loss of long-term human potential from existential catastrophes
risk,31,59,Undetected unsafe behavior in deployed AI systems,"Safety risk from harmful, buggy, or misaligned system behaviors and environmental threats going unnoticed in deployment until they cause serious damage.",True,,True,high,"Undetected harmful, unsafe, or environment-related failures in deployed AI systems",Undetected unsafe behavior in deployed AI systems,Undetected harmful behaviors in advanced AI systems | Undetected unsafe behaviors in deployed AI models | Undetected critical bugs in deployed AI software | Undetected harmful behavior in deployed AI models | Undetected specification violations in neural networks deployed in safety-critical domains
risk,32,23,AI shutdown resistance and control loss,"Advanced AI systems avoid or block shutdown, preserving their own operation and undermining human oversight and control, creating a potentially catastrophic loss-of-control risk.",True,,False,high,,AI shutdown resistance and control loss,Shutdown resistance in advanced AI systems | Shutdown resistance of advanced AI systems | Shutdown resistance leading to uncontrolled AI behavior | Resistance to shutdown in advanced AI systems | Resistance to shutdown by AI systems
risk,33,49,AI-driven personal data privacy breaches,"AI systems collect, infer, train on, or expose sensitive data, causing unauthorized disclosure, re-identification, and loss of user privacy and control.",True,,False,high,,AI-driven personal data privacy breaches,Privacy violations from AI-based personal data processing | Privacy breaches from AI analytics | privacy breaches from pervasive AI data collection | Privacy leakage of user data in AI services | Personal data re-identification risk in AI-intensive systems
risk,34,37,Instrumental power-seeking by advanced AI agents,"Advanced AI systems may pursue resources, control, and shutdown resistance as instrumental strategies, creating loss of human control and alignment over time.",True,,False,high,,Instrumental power-seeking by advanced AI agents,Power-seeking behavior in advanced AI systems | Power-seeking behavior in advanced AI systems | Power-seeking behavior in advanced AI systems | Power-seeking instrumental convergence in advanced AI systems | Power-seeking behavior by advanced AI agents in real-world deployment
risk,35,168,Advanced AI value misalignment risk,"Powerful AI systems pursue goals diverging from human values, causing harmful or catastrophic outcomes and potential loss of human control.",True,,False,high,,Advanced AI value misalignment risk,Value misalignment in advanced AI systems | Misalignment of AI goals with human values in advanced AI systems | Value misalignment in advanced AI systems | Value misalignment in advanced AI systems | Misalignment of AI objectives with human values in advanced AI systems
risk,36,3,Unreliable and costly RL alignment transfer,"RL agents align slowly, transfer poorly from simulation to reality, and require heavy human correction, making safe deployment inefficient and unreliable.",True,,False,high,,Unreliable and costly RL alignment transfer,Slow and low-quality interferometer alignment by discrete action RL agents | Sim-to-real performance loss in optical interferometer alignment | High human feedback burden for aligning RL agents
risk,37,33,AI-driven labor displacement and socioeconomic instability,"AI automation replaces large shares of human work faster than economies can adapt, causing unemployment, inequality, livelihood loss, and broader social instability.",True,,False,high,,AI-driven labor displacement and socioeconomic instability,economic displacement from AI-driven automation | Labor displacement from AI-driven automation | Job displacement from AI-driven automation | Labour displacement from AI automation across economies | Mass job displacement from AI automation in labor markets
risk,38,102,Catastrophic AGI Misalignment Risk,"Advanced AGI pursuing goals misaligned with human values could cause loss of control, large-scale harm, or existential catastrophe.",True,,False,high,,Catastrophic AGI Misalignment Risk,Catastrophic misalignment of AGI systems | Catastrophic AGI misalignment in real-world deployment | Catastrophic misalignment of AGI systems | Catastrophic misalignment of AGI in global context | Catastrophic outcomes from misaligned AGI deployment
risk,39,10,Bias-Driven Progress Distortion and Stagnation,"Systematic biases and distorted evidence cause flawed judgments, inefficient research and governance, and misallocated effort, slowing AI and broader technological progress while masking risks.",True,,True,medium,Bias- and Measurement-Driven Distortion of AI and Technological Progress,Bias-Driven Progress Distortion and Stagnation,Biased assessment of AI safety research trends due to incomplete datasets | Suboptimal AI capability progress in long-term AI development | Biased safety-related decision-making in AI development organizations | cumulative technological innovation stagnation due to human cognitive biases | Inefficient AI development due to overemphasis on neuron-level biological fidelity
