cluster_type,cluster_id,n_members,llm_name,llm_description,judge_accurate,judge_issues,judge_split_candidate,judge_confidence,suggested_revision,final_name,top5_node_names
intervention,10,95,Governed AI oversight and compliance regimes,"Create binding oversight structures, audits, standards, and ethics review bodies to regulate AI development and deployment through enforceable safety and accountability requirements.",True,,False,high,,Governed AI oversight and compliance regimes,Implement international AI regulatory frameworks and enforcement mechanisms | Legislate and enforce risk-based AI regulation requiring pre-deployment testing and compliance audits | Establish mandatory ethics boards with veto power over AI deployments | Establish cross-disciplinary ethics committees governing AI product lifecycles | legislate rights-based data protection frameworks for AI systems
intervention,11,117,Public AI risk outreach and educational dissemination,"Create and spread accessible AI safety materials, reports, debates, and resources to raise awareness, inform stakeholders, and support policy and research coordination.",True,,True,medium,"Public AI safety outreach, education, and field-building",Public AI risk outreach and educational dissemination,Produce and share accessible AI x-risk educational content for researchers and public | Publish comprehensive AI risk research articles and reports to raise awareness | Conduct recurring public AI existential risk debates targeting policymakers and societal leaders | Produce public educational content to raise AI safety awareness | Disseminate interactive AI risk educational resources to AI researchers
intervention,12,14,Pre-deployment bias auditing and fairness mitigation,"This cluster covers interventions that screen, benchmark, and retrain people or models before deployment to reduce discrimination, bias, and unfairness in decisions.",True,,False,high,,Pre-deployment bias auditing and fairness mitigation,Conduct pre-deployment fairness audits and adjust credit scoring algorithms to reduce discrimination | Perform mandatory bias audit using demographic datasets on generalizable vision models prior to deployment | Perform protected-attribute fairness audits before deploying decision systems | Apply fairness auditing and diverse training data in AI healthcare diagnostic models | Conduct calibration and debiasing workshops for AI experts prior to elicitation exercises
intervention,13,26,Multi-objective recommender ranking with safety penalties,"Shift recommender objectives from engagement-only to supervised value, well-being, diversity, and harm-aware optimization using explicit penalties and predictor-based ranking signals.",True,"The name captures the common pattern of multi-objective recommender optimization with explicit safety/quality penalties, though the cluster also includes some value-alignment and well-being-target variants beyond pure safety penalties.",True,medium,"Multi-objective recommender ranking with explicit safety, quality, and value-alignment signals",Multi-objective recommender ranking with safety penalties,replace click-through RL objectives with supervised preference prediction in recommender systems before deployment | Deploy multi-objective recommender optimization with fairness and misinformation penalties | Incorporate periodic user well-being surveys as optimization targets during recommender retraining | Integrate meaningful social interactions prediction into content ranking objectives during fine-tuning and deployment | Roll out aligned recommender systems with extrapolated volition metrics in deployment
intervention,14,15,Beginner-Friendly AGI Safety Knowledge Infrastructure,"Create and maintain accessible community Q&A, forum, and navigation systems that lower entry barriers and turn recurring questions into reusable safety knowledge.",True,,False,high,,Beginner-Friendly AGI Safety Knowledge Infrastructure,Publish monthly beginner-friendly AGI safety FAQ threads on community forums | Host monthly beginner-friendly AGI safety Q&A posts | Publish monthly beginner-focused AGI safety FAQ posts on LessWrong | Organize monthly beginner-friendly AGI safety question threads on LessWrong | Publish recurring beginner-friendly FAQ threads on AGI safety forums
intervention,15,87,Pre-deployment mechanistic interpretability audits,"Use circuit-level interpretability tools before deployment to detect deceptive, power-seeking, or otherwise unsafe internal representations and block release if found.",True,,False,high,,Pre-deployment mechanistic interpretability audits,Conduct mechanistic interpretability audits before deployment | Perform mechanistic interpretability audits on models pre-deployment | Conduct mechanistic interpretability audits on frontier models during pre-deployment testing | Audit trained models pre-deployment using mechanistic interpretability tools | Conduct circuit-level interpretability audits on models pre-deployment to identify dangerous behaviors
intervention,16,25,Ensemble-based uncertainty and robustness mitigation,"Train or deploy multiple models/views and aggregate their predictions to reduce overconfidence, estimate uncertainty, and improve robustness under shift, noise, or underspecification.",True,,True,high,Ensemble methods for uncertainty estimation and robustness,Ensemble-based uncertainty and robustness mitigation,train and deploy deep ensembles to improve uncertainty robustness | Train ensembles with varied random seeds to quantify underspecification before deployment | Perform multi-scale test-time evaluation by averaging predictions across scales | Deploy ensemble prediction averaging in production to mitigate overconfidence under dataset shift | Deploy inference-time neural network ensemble plurality voting to mitigate label-noise errors
intervention,17,42,Runtime control and coordination modules,"Deploy run-time mechanisms that condition, translate, override, or safely halt agent actions to improve cooperation, reliability, and operator control during execution.",True,,False,high,,Runtime control and coordination modules,deploy self-triggered robustness-surrogate communication protocol during MARL execution | Deploy cooperative delegate agents in collective-risk platforms | Deploy retrieval-augmented generation pipelines at inference time to mitigate hallucinations | integrate imaginary play execution module into deployed agents to handle communication outages | Deploy selective advising policies in operational AI decision support systems
intervention,18,53,Critique-guided fine-tuning and human feedback,"Train models with textual critiques, expert demonstrations, and human-in-the-loop oversight to improve outputs and alignment during fine-tuning.",True,,True,medium,"Critique-guided fine-tuning, human feedback, and IDA-style alignment training",Critique-guided fine-tuning and human feedback,Fine-tune models jointly for task and critique generation to assist human evaluation | Fine-tune language models with language feedback signals to align with human preferences | Fine-tune language models using language feedback instead of scalar rewards | Fine-tune models via iterated distillation and amplification to maintain alignment | Deploy model-assisted human-in-the-loop feedback workflow in fine-tuning of language models
intervention,19,80,Demonstration-Based Policy Pretraining,"Pretrain RL agents on human or expert demonstrations, play data, or related diverse trajectories to improve initialization, reduce unsafe exploration, and boost sample efficiency.",True,,True,medium,Demonstration and Play-Data Pretraining for RL Policies,Demonstration-Based Policy Pretraining,Pre-train policy networks via supervised imitation learning on human demonstrations | Train agents via imitation learning from expert demonstrations prior to RL | Train robot manipulation policies using recurrent behavioral cloning on human demonstration datasets | Integrate demonstration-based pretraining and hierarchical policies into RL pipelines | Train RL agents on large procedurally generated level sets to improve generalization
intervention,20,25,Uniform Experience Replay for RL Training,"Maintain a replay buffer and train on randomly sampled past transitions to decorrelate updates, stabilize learning, and improve sample efficiency during RL fine-tuning.",True,"The cluster is mostly uniform experience replay with random sampling in RL fine-tuning, but one representative node is prioritized experience replay, which is a distinct variant. Otherwise the nodes are tightly aligned.",True,medium,Uniform Experience Replay in RL Fine-Tuning,Uniform Experience Replay for RL Training,Integrate experience replay buffer with uniform random sampling during RL training | Integrate experience replay buffer into deep RL training pipelines | Integrate experience replay buffers in Deep RL training at fine-tuning stage to decorrelate updates | Integrate experience replay into RL fine-tuning to enhance learning efficiency | Include experience replay buffer when fine-tuning RL agents to stabilize learning
intervention,21,48,Formal Verification for Pre-Deployment AI Safety,"Use theorem proving, model checking, and related formal methods during development and before release to mathematically prove safety properties and exclude catastrophic failures.",True,,False,high,,Formal Verification for Pre-Deployment AI Safety,Conduct formal verification of AI codebases before deployment | Integrate formal verification of AI components in development pipeline | Apply formal verification tools to ensure no catastrophic actions before deployment | Integrate formal verification and exhaustive automated testing in AI development pipelines | Apply formal specification and model checking during AI system design to eliminate critical errors
intervention,22,69,Deployment-time confidence filtering and rejection sampling,"At inference, block, flag, or resample low-confidence, OOD, or policy-violating outputs using classifiers or detectors before responses reach users.",True,,True,high,"Deployment-time output filtering, rejection sampling, and OOD/confidence-based rejection",Deployment-time confidence filtering and rejection sampling,Deploy rejection sampling filtering to block disallowed model outputs | Deploy Mahalanobis distance-based detector to reject or flag low-confidence inputs during model deployment | Deploy adversarially trained harmful-content output filter during model deployment | Deploy rejection sampling with injury classifier to block injurious outputs in production LLMs | Deploy policy-aligned content classifier as output filter at inference time
intervention,23,101,Human-aware predictive robot control and safety planning,"Deploy online planning, intent inference, uncertainty estimation, and safety shielding to make robotic and autonomy systems more legible, coordinated, and collision-resistant around humans.",True,,True,medium,"Human-aware predictive control, intent inference, and safety shielding for robotics",Human-aware predictive robot control and safety planning,Deploy legible motion planning in robots interacting with humans | Integrate active offline policy selection pipeline during pre-deployment testing of robotic RL systems | Deploy internal-to-real dynamics transfer assistance in human-robot control interfaces | Deploy predictive robots with Bayesian intent inference and continuous adaptive task allocation | Deploy model-free shared autonomy with human-in-the-loop deep Q-learning for real-time control systems
intervention,24,78,RLHF fine-tuning for aligned language models,"Collect human preference data, train a reward model, and reinforce language models to produce safer, more helpful, more human-aligned outputs.",True,,False,high,,RLHF fine-tuning for aligned language models,Fine-tune language models with RLHF to reduce misalignment | Fine-tune language models with RLHF to align behavior during training | Fine-tune language models with RLHF using human preference data | Fine-tune language models with RLHF to align outputs with human intent | Fine-tune large language models with RLHF to reduce harmful outputs
intervention,25,105,Explainable decision support with uncertainty and counterfactuals,"Deploy interpretable AI interfaces and models that expose reasoning, confidence, and counterfactuals to improve human oversight and trustworthy decision-making in high-stakes settings.",True,,True,high,"Explainable AI decision support with uncertainty, counterfactuals, and interpretable models",Explainable decision support with uncertainty and counterfactuals,Deploy explainable Bayesian diagnostic support systems in clinical workflows | deploy counterfactual explanation modules in AI decision systems for end-user transparency | Deploy explanation interfaces with uncertainty visualization for end-users and supervisors | Provide users with explainable AI interfaces including global/local explanations and confidence scores | Deploy calibrated confidence-only AI recommendations in decision-support systems
intervention,26,174,Reward-guided RL fine-tuning with safety constraints,"Fine-tune policies using human feedback, learned rewards or costs, and constrained optimization to improve behavior while reducing unsafe, misaligned, or low-performing actions.",True,,False,high,,Reward-guided RL fine-tuning with safety constraints,Fine-tune robot policies with inclusive reward learning using underestimating choice sets | Fine-tune RL agents with human feedback on hypothetical trajectories to avoid unsafe environmental traps | Fine-tune RL agents using ADVISOR adaptive loss with auxiliary policy to bridge imitation gap | Fine-tune RL agents with VICE using success-state examples to learn event-based rewards | fine-tune robot policies with PPO on simulated human learning behaviours
intervention,27,23,KL-Regularized RLHF Fine-Tuning,Fine-tune language models with PPO-based RLHF while adding a KL penalty to keep policies near the pretrained model and stabilize alignment.,True,,False,high,,KL-Regularized RLHF Fine-Tuning,Include KL divergence penalty term during RLHF optimization to prevent mode collapse | Fine-tune language models with RLHF using PPO and per-token KL penalty to align with human instructions | fine-tune language models with kl-regularised rlhf using beta kl penalty | Apply KL divergence penalty during PPO fine-tuning | Fine-tune models with KL-regularised RL objective during alignment
intervention,28,19,International treaty banning autonomous weapons,"Multilateral diplomacy to negotiate, ratify, and enforce binding global bans or strict limits on lethal autonomous weapon systems.",True,,False,high,,International treaty banning autonomous weapons,Negotiate and ratify international treaty limiting autonomous weapon deployment | Negotiate and ratify international treaties prohibiting deployment of fully autonomous offensive weapon systems | Negotiate and ratify international treaty banning development or deployment of fully autonomous weapons | Negotiate and adopt international treaty banning fully autonomous lethal weapons | Negotiate and ratify international treaty banning lethal autonomous weapons
intervention,29,5,Foundational neuroscience validation and infrastructure,Build experimental and imaging infrastructure to validate neural-cognition theories and establish empirical baselines for scalable brain and alignment models.,False,"The nodes cluster around experimental validation platforms and infrastructure for neuroscience/cognition research, but they span several distinct themes: cross-species neuroanatomical scaling, in-vitro/neuromorphic closed-loop experiments, factored cognition benchmarking, whole-brain emulation, and large-scale imaging infrastructure.",True,medium,"Neuroscience validation platforms for cognition, emulation, and alignment research","Neuroscience validation platforms for cognition, emulation, and alignment research",Conduct large-scale isotropic fractionator studies across mammalian brains to refine cognitive scaling databases | Conduct DishBrain-style closed-loop neural culture experiments to test FEP-based alignment models | Conduct factored cognition experiments to benchmark HCH competitiveness | Complete and validate C. elegans whole brain emulation as proof-of-concept | Construct dedicated synchrotron beamlines optimized for expanded brain tomography
intervention,30,17,Periodic target networks for stable Q-learning,"Use a slowly updated target network, often with Double Q-learning, to stabilize bootstrapped value estimates and reduce overestimation during Q-learning or fine-tuning.",True,,False,high,,Periodic target networks for stable Q-learning,Use periodic target Q-network updates during RL training to stabilize value learning | Update target networks periodically in Q-learning systems | Employ periodically updated target network during Q-learning | Compute double Q-learning targets using separate networks during fine-tuning | Update Q-learning targets with periodically refreshed target networks during fine-tuning
intervention,31,28,Human-AI collaboration tools for skill building,"Deploy AI-assisted tools that support human-led reasoning, learning, and productivity while keeping people responsible for verification, decision-making, and oversight.",True,,True,medium,"Human-AI collaboration tools for reasoning, productivity, and training",Human-AI collaboration tools for skill building,Deploy coding-based AI assistants to accelerate alignment research before TAI | Deploy generative-model-based productivity tools in alignment research labs | Deploy human-AI collaborative tools that keep humans responsible for symbolic reasoning tasks | Adopt skill-conditioned behavior cloned AI assistants for human training and collaboration | Adopt AI code completion tools during coding phase in software development
intervention,32,53,Attainable Utility Preservation reward penalty,"Add an AUP-based penalty to RL training or fine-tuning rewards to discourage high-impact actions, side effects, and power-seeking behaviors.",True,,False,high,,Attainable Utility Preservation reward penalty,Fine-tune reinforcement-learning agents with attainable utility preservation penalty during training | Apply attainable utility preservation penalty during RL fine-tuning to limit side effects | Fine-tune RL agents with Attainable Utility Preservation impact penalty | Fine-tune RL agents with Attainable Utility Preservation penalty to reduce unintended side effects | Apply attainable utility preservation penalty during reinforcement learning training
intervention,33,34,Deployment-time prompt engineering for aligned behavior,"Use standardized prompts or templates at inference/deployment to steer model outputs toward helpfulness, honesty, harmlessness, robustness, and better reasoning.",True,,True,high,Deployment-time prompting to steer model behavior,Deployment-time prompt engineering for aligned behavior,Deploy HHH prompt during model interactions to reduce harmful or dishonest outputs | Deploy persona-based prompted interfaces for language models in production systems | Deploy standardized robust prompts for CLIP-like models | Deploy system prompts enforcing factuality and helpfulness during deployment | Deploy language models with helpful-honest-harmless persona prompting
intervention,34,71,Large-scale pretraining before task fine-tuning,"Train models on broad, diverse, often self-supervised or multi-task data first, then fine-tune to downstream tasks to improve robustness and generalization.",True,,False,high,,Large-scale pretraining before task fine-tuning,"Pretrain AI models on diverse large-scale datasets before task-specific fine-tuning | Pre-train models on multimodal image-text datasets to enhance robustness | Pre-train vision models on large-scale dataset before fine-tuning for target tasks | Pretrain transformers with large, diverse, self-supervised corpora before downstream fine-tuning | Conduct large-scale generative pretraining before fine-tuning to mitigate overfitting"
intervention,35,185,Human-preference reward model fine-tuning,Train a reward model from human preference data and use it during RL fine-tuning to align model behavior with human judgments.,True,,False,high,,Human-preference reward model fine-tuning,Fine-tune/RL train models with human preference reward learning signals | Fine-tune RL agents using human preference-based reward models to align intent | Fine-tune RL agents with reward models learned from human preferences to reduce specification gaming | Fine-tune models using reward modeling for human preference alignment | Fine-tune models with reward modeling on human preference data during reinforcement learning phase
intervention,36,38,Robustness-Oriented Training Data Augmentation,"Improve model robustness and reduce bias by augmenting, rebalancing, and diversifying training data during pre-training or fine-tuning.",True,,False,high,,Robustness-Oriented Training Data Augmentation,Apply AugMix-style data augmentation during model pre-training | Apply extensive random data augmentation during supervised training | Augment and rebalance image training datasets during pre-training to reduce misclassification bias | apply AugMix augmentation and JS divergence consistency during image classifier training | Apply PixMix data augmentation during pre-training of vision models
intervention,37,6,ROME-based factual knowledge editing,Uses rank-one weight updates to surgically rewrite specific factual associations in transformer MLP layers during or after fine-tuning without full retraining.,True,,False,high,,ROME-based factual knowledge editing,apply rank-one model editing to update factual knowledge during fine-tuning phase | Apply rank-one model editing on key-value pairs to correct unsafe factual knowledge during fine-tuning | Correct factual errors via ROME rank-1 updates before deployment | Implement ROME-based factual knowledge editing during fine-tuning | Apply ROME weight editing post-training to correct specific factual errors without retraining
intervention,38,68,Incentivized AI forecasting and prediction systems,"Use structured, scored forecasting tournaments, surveys, models, and prediction markets to estimate AI timelines and risks, improving safety planning and resource allocation.",True,,False,high,,Incentivized AI forecasting and prediction systems,Organize professional forecasting competitions on AI progress metrics to guide safety planning | Run periodic incentivized AI timeline forecasting tournaments to inform safety planning | Run regular incentivized forecasting tournaments on AI existential risk | Establish crowd forecasting platform with elitist extremized aggregation for AI risk questions | Form collaborative teams of high-performing forecasters to predict AI timelines
intervention,39,42,Export controls on advanced AI hardware,"Restrict shipment, licensing, and supply-chain access to frontier AI chips and compute infrastructure to limit adversary capabilities and unauthorized deployment.",True,,False,high,,Export controls on advanced AI hardware,Enforce export controls on advanced AI chips during distribution | Implement export controls on advanced AI chips to high-risk actors | Implement export controls on advanced AI chips to limit adversary capabilities | Implement export controls on advanced AI chips to restrict access to compute | Enforce global export controls on advanced AI chips and compute infrastructure
