cluster_type,cluster_id,n_members,llm_name,llm_description,judge_accurate,judge_issues,judge_split_candidate,judge_confidence,suggested_revision,final_name,top5_node_names
risk,29,15,AI-driven wealth and power concentration,"Transformative AI concentrates profits, economic influence, and geopolitical power in a small set of actors, worsening inequality, instability, and democratic erosion.",True,,True,medium,"AI-driven concentration of wealth, economic, and geopolitical power",AI-driven wealth and power concentration,Extreme wealth concentration from advanced AI in global economy | Economic inequality exacerbation due to AI-driven wealth concentration | Extreme economic inequality from transformative AI windfall | Extreme wealth inequality from AI windfall profits | Concentration of economic power in AI companies in global economy
risk,30,39,Existential catastrophe and human extinction risks,"Risks of global or technological catastrophes that could destroy humanity or permanently curtail its long-term potential, including climate, nuclear, WMD, and advanced AI pathways.",True,"The name is broadly accurate, but it conflates the broader existential-risk framing with the narrower human extinction framing; the cluster also includes several specific pathways (climate, nuclear, WMD, AI).",True,high,Existential risk and human extinction pathways,Existential catastrophe and human extinction risks,Existential catastrophe causing extinction of humanity | Existential catastrophe terminating human potential | Existential risk to humanity from global catastrophes | Human extinction from WMD-enabled arms races in global geopolitics | loss of long-term human potential from existential catastrophes
risk,31,59,Undetected unsafe behavior in deployed AI systems,"Safety risk from harmful, buggy, or misaligned system behaviors and environmental threats going unnoticed in deployment until they cause serious damage.",True,,True,high,"Undetected harmful, unsafe, or environment-related failures in deployed AI systems",Undetected unsafe behavior in deployed AI systems,Undetected harmful behaviors in advanced AI systems | Undetected unsafe behaviors in deployed AI models | Undetected critical bugs in deployed AI software | Undetected harmful behavior in deployed AI models | Undetected specification violations in neural networks deployed in safety-critical domains
risk,32,23,AI shutdown resistance and control loss,"Advanced AI systems avoid or block shutdown, preserving their own operation and undermining human oversight and control, creating a potentially catastrophic loss-of-control risk.",True,,False,high,,AI shutdown resistance and control loss,Shutdown resistance in advanced AI systems | Shutdown resistance of advanced AI systems | Shutdown resistance leading to uncontrolled AI behavior | Resistance to shutdown in advanced AI systems | Resistance to shutdown by AI systems
risk,33,49,AI-driven personal data privacy breaches,"AI systems collect, infer, train on, or expose sensitive data, causing unauthorized disclosure, re-identification, and loss of user privacy and control.",True,,False,high,,AI-driven personal data privacy breaches,Privacy violations from AI-based personal data processing | Privacy breaches from AI analytics | privacy breaches from pervasive AI data collection | Privacy leakage of user data in AI services | Personal data re-identification risk in AI-intensive systems
risk,34,37,Instrumental power-seeking by advanced AI agents,"Advanced AI systems may pursue resources, control, and shutdown resistance as instrumental strategies, creating loss of human control and alignment over time.",True,,False,high,,Instrumental power-seeking by advanced AI agents,Power-seeking behavior in advanced AI systems | Power-seeking behavior in advanced AI systems | Power-seeking behavior in advanced AI systems | Power-seeking instrumental convergence in advanced AI systems | Power-seeking behavior by advanced AI agents in real-world deployment
risk,35,168,Advanced AI value misalignment risk,"Powerful AI systems pursue goals diverging from human values, causing harmful or catastrophic outcomes and potential loss of human control.",True,,False,high,,Advanced AI value misalignment risk,Value misalignment in advanced AI systems | Misalignment of AI goals with human values in advanced AI systems | Value misalignment in advanced AI systems | Value misalignment in advanced AI systems | Misalignment of AI objectives with human values in advanced AI systems
risk,36,3,Unreliable and costly RL alignment transfer,"RL agents align slowly, transfer poorly from simulation to reality, and require heavy human correction, making safe deployment inefficient and unreliable.",True,,False,high,,Unreliable and costly RL alignment transfer,Slow and low-quality interferometer alignment by discrete action RL agents | Sim-to-real performance loss in optical interferometer alignment | High human feedback burden for aligning RL agents
risk,37,33,AI-driven labor displacement and socioeconomic instability,"AI automation replaces large shares of human work faster than economies can adapt, causing unemployment, inequality, livelihood loss, and broader social instability.",True,,False,high,,AI-driven labor displacement and socioeconomic instability,economic displacement from AI-driven automation | Labor displacement from AI-driven automation | Job displacement from AI-driven automation | Labour displacement from AI automation across economies | Mass job displacement from AI automation in labor markets
risk,38,102,Catastrophic AGI Misalignment Risk,"Advanced AGI pursuing goals misaligned with human values could cause loss of control, large-scale harm, or existential catastrophe.",True,,False,high,,Catastrophic AGI Misalignment Risk,Catastrophic misalignment of AGI systems | Catastrophic AGI misalignment in real-world deployment | Catastrophic misalignment of AGI systems | Catastrophic misalignment of AGI in global context | Catastrophic outcomes from misaligned AGI deployment
risk,39,10,Bias-Driven Progress Distortion and Stagnation,"Systematic biases and distorted evidence cause flawed judgments, inefficient research and governance, and misallocated effort, slowing AI and broader technological progress while masking risks.",True,,True,medium,Bias- and Measurement-Driven Distortion of AI and Technological Progress,Bias-Driven Progress Distortion and Stagnation,Biased assessment of AI safety research trends due to incomplete datasets | Suboptimal AI capability progress in long-term AI development | Biased safety-related decision-making in AI development organizations | cumulative technological innovation stagnation due to human cognitive biases | Inefficient AI development due to overemphasis on neuron-level biological fidelity
intervention,0,126,Training-time regularization for robust generalization,"Apply regularization during training or fine-tuning to reduce variance, prevent memorization-driven failures, and improve out-of-distribution or adversarial generalization.",True,,False,high,,Training-time regularization for robust generalization,Apply continuous weight decay during pre-training and fine-tuning to prevent double descent-induced generalization failures | Apply weight decay regularization during training to control variance and prevent double descent | Tune weight decay hyperparameter during fine-tuning to favor early general circuit dominance | Apply dropout regularization during model fine-tuning to improve generalization | Apply l1 regularization and prune small weights during adversarial training of image classifiers
intervention,1,106,Continuous anomaly monitoring and safety tripwires,"Deploy layered monitoring, anomaly detection, and kill-switch tripwires across training and deployment to catch misuse, deception, or failure modes and trigger review, patching, or shutdown.",True,,True,high,"Continuous monitoring, anomaly detection, and safety tripwires for training and deployment",Continuous anomaly monitoring and safety tripwires,deploy ml-driven intrusion detection and vulnerability patching across ai infrastructure | implement continuous runtime anomaly detection in deployed AI systems | Deploy AI models in phased releases with continuous post-deployment monitoring | Deploy staged safety test suites and behavior monitoring during large-scale model training | Implement AI-enabled monitoring and content filtering systems during deployment
intervention,2,76,MCTS-Guided RL Planning and Training,"Use Monte Carlo Tree Search, often with learned policy/value priors or RL meta-control, to improve planning, action selection, and training via self-play or iterative amplification.",True,,True,medium,"MCTS-Guided Planning, Self-Play, and Meta-Control for RL",MCTS-Guided RL Planning and Training,Deploy RL-guided Monte Carlo Tree Search for planning in safety-critical AI systems | Design AI agents using policy/value network guided Monte Carlo Tree Search for complex decision tasks | Deploy RL fine-tuning at inference time for planning in large action/state spaces | Integrate deep RL meta-controller for runtime stopping and hyperparameter tuning in heuristic search-based planners | Design models with combined policy/value networks and Monte Carlo tree search for complex decision tasks
intervention,3,22,"Efficient, controllable hardware-centric AI deployment","Select specialized accelerators and architecture choices that lower compute and energy costs while keeping AI systems local, efficient, and more controllable at deployment.",False,"The cluster mixes at least three themes: energy-efficient hardware deployment, keeping inference local/privacy-preserving, and controllability via neuromorphic/architecture choices. The proposed name emphasizes deployment but misses the control/locality and privacy-preserving aspects.",True,medium,"Efficient, local, and controllable AI hardware deployment","Efficient, local, and controllable AI hardware deployment","Adopt neuromorphic spiking hardware for deployment of energy-efficient AI models | Adopt specialised energy-efficient hardware and algorithmic abstraction when designing AI systems | Deploy domain-specific programmable accelerators (GPUs, FPGAs) for energy-efficient processing in restricted domains | Adopt efficiency-optimised architectures to reduce energy usage and compute cost in AI models | Deploy privacy-preserving on-device ML inference using specialized low-power chips"
intervention,4,203,Pre-deployment safety gates and controlled release,"Require audits, red-teaming, human sign-off, and staged or restricted deployment before advanced AI systems or dangerous research are released or expanded.",True,,True,high,"Pre-deployment safety gating, audits, and restricted release",Pre-deployment safety gates and controlled release,Mandate pre-deployment safety evaluations and red-teaming for advanced AI systems | Mandate regulatory pre-deployment safety evaluations for advanced AI systems | restrict deployment of AI systems to narrow domains until alignment verification completed | Mandate pre-deployment adversarial audits for high-impact AI systems | Implement strict internal publication and controlled-release policies for dangerous AI research
intervention,5,190,Pre-deployment adversarial red-teaming and robustness testing,"Systematically generate adversarial and stress-test scenarios before release to uncover unsafe, deceptive, or brittle behaviors and trigger safety fixes or deployment blocks.",True,,False,high,,Pre-deployment adversarial red-teaming and robustness testing,Integrate adversarial evaluation into pre-deployment testing for RL systems | Conduct adversarial red-teaming and stress testing before deployment | Conduct unrestricted adversarial example testing pre-deployment to evaluate robustness | Perform structured red teaming and capability evaluations before model release | Integrate adversarial robustness evaluation in pre-deployment
intervention,6,111,PGD Adversarial Training for Robust Fine-Tuning,"Fine-tune or train models with PGD-generated adversarial examples and robust losses to improve robustness, reduce perturbation sensitivity, and encourage stable features.",True,,False,high,,PGD Adversarial Training for Robust Fine-Tuning,Apply adversarial training during fine-tuning to improve robustness and interpretability | Fine-tune models with adversarial training using PGD perturbations | Fine-tune models with PGD adversarial training during training phase | conduct adversarial training on image models to enforce robustness to small perturbations | Conduct adversarial training with PGD examples during fine-tuning phase
intervention,7,12,Structured Human and Synthetic Data Collection Pipelines,"Build controlled, high-quality data generation pipelines using crowdsourcing, human feedback, simulations, and synthetic augmentation to reduce bias and improve model supervision.",True,,False,high,,Structured Human and Synthetic Data Collection Pipelines,Collect training data using automated crowdsourced platform with randomized imaging controls | Develop and use high-fidelity simulators built from large real-world datasets during pre-training and pre-deployment testing | Deploy human-and-model-in-the-loop data collection during NLU model development | Generate and integrate knowledge-driven synthetic datasets during pre-training | Augment training datasets with high-fidelity simulation results before model training
intervention,8,259,Expand AI Safety Research Funding and Capacity,"Increase grants, fellowships, and institutional support to grow AI safety research teams, talent pipelines, and dedicated alignment organizations before advanced AI development.",True,,False,high,,Expand AI Safety Research Funding and Capacity,Fund and expand AI safety research teams within leading labs and academia | Fund and expand technical AI alignment research programs | Provide targeted grants and fellowships to AI safety researchers | Provide targeted philanthropic funding for AI safety research and policy advocacy | Provide grants and fellowships to train and hire additional AI safety researchers
intervention,9,122,Choose robust model architectures at design time,"Design models with scalable transformers, residual connections, or convolutional inductive biases to improve training stability, capacity, and long-range/generalization performance.",True,,True,medium,Choose suitable model architectures and inductive biases at design time,Choose robust model architectures at design time,"Adopt transformer-based scalable architectures and allocate sufficient compute for gradual training | Adopt transformer-based architectures with attention for vision and language tasks | Architect deep models with residual skip connections at design phase | Design vision models using shared-weight convolutions and pooling | Design larger model architectures (e.g., ResNet-152) to enhance robustness"
intervention,10,95,Governed AI oversight and compliance regimes,"Create binding oversight structures, audits, standards, and ethics review bodies to regulate AI development and deployment through enforceable safety and accountability requirements.",True,,False,high,,Governed AI oversight and compliance regimes,Implement international AI regulatory frameworks and enforcement mechanisms | Legislate and enforce risk-based AI regulation requiring pre-deployment testing and compliance audits | Establish mandatory ethics boards with veto power over AI deployments | Establish cross-disciplinary ethics committees governing AI product lifecycles | legislate rights-based data protection frameworks for AI systems
intervention,11,117,Public AI risk outreach and educational dissemination,"Create and spread accessible AI safety materials, reports, debates, and resources to raise awareness, inform stakeholders, and support policy and research coordination.",True,,True,medium,"Public AI safety outreach, education, and field-building",Public AI risk outreach and educational dissemination,Produce and share accessible AI x-risk educational content for researchers and public | Publish comprehensive AI risk research articles and reports to raise awareness | Conduct recurring public AI existential risk debates targeting policymakers and societal leaders | Produce public educational content to raise AI safety awareness | Disseminate interactive AI risk educational resources to AI researchers
intervention,12,14,Pre-deployment bias auditing and fairness mitigation,"This cluster covers interventions that screen, benchmark, and retrain people or models before deployment to reduce discrimination, bias, and unfairness in decisions.",True,,False,high,,Pre-deployment bias auditing and fairness mitigation,Conduct pre-deployment fairness audits and adjust credit scoring algorithms to reduce discrimination | Perform mandatory bias audit using demographic datasets on generalizable vision models prior to deployment | Perform protected-attribute fairness audits before deploying decision systems | Apply fairness auditing and diverse training data in AI healthcare diagnostic models | Conduct calibration and debiasing workshops for AI experts prior to elicitation exercises
intervention,13,26,Multi-objective recommender ranking with safety penalties,"Shift recommender objectives from engagement-only to supervised value, well-being, diversity, and harm-aware optimization using explicit penalties and predictor-based ranking signals.",True,"The name captures the common pattern of multi-objective recommender optimization with explicit safety/quality penalties, though the cluster also includes some value-alignment and well-being-target variants beyond pure safety penalties.",True,medium,"Multi-objective recommender ranking with explicit safety, quality, and value-alignment signals",Multi-objective recommender ranking with safety penalties,replace click-through RL objectives with supervised preference prediction in recommender systems before deployment | Deploy multi-objective recommender optimization with fairness and misinformation penalties | Incorporate periodic user well-being surveys as optimization targets during recommender retraining | Integrate meaningful social interactions prediction into content ranking objectives during fine-tuning and deployment | Roll out aligned recommender systems with extrapolated volition metrics in deployment
intervention,14,15,Beginner-Friendly AGI Safety Knowledge Infrastructure,"Create and maintain accessible community Q&A, forum, and navigation systems that lower entry barriers and turn recurring questions into reusable safety knowledge.",True,,False,high,,Beginner-Friendly AGI Safety Knowledge Infrastructure,Publish monthly beginner-friendly AGI safety FAQ threads on community forums | Host monthly beginner-friendly AGI safety Q&A posts | Publish monthly beginner-focused AGI safety FAQ posts on LessWrong | Organize monthly beginner-friendly AGI safety question threads on LessWrong | Publish recurring beginner-friendly FAQ threads on AGI safety forums
intervention,15,87,Pre-deployment mechanistic interpretability audits,"Use circuit-level interpretability tools before deployment to detect deceptive, power-seeking, or otherwise unsafe internal representations and block release if found.",True,,False,high,,Pre-deployment mechanistic interpretability audits,Conduct mechanistic interpretability audits before deployment | Perform mechanistic interpretability audits on models pre-deployment | Conduct mechanistic interpretability audits on frontier models during pre-deployment testing | Audit trained models pre-deployment using mechanistic interpretability tools | Conduct circuit-level interpretability audits on models pre-deployment to identify dangerous behaviors
intervention,16,25,Ensemble-based uncertainty and robustness mitigation,"Train or deploy multiple models/views and aggregate their predictions to reduce overconfidence, estimate uncertainty, and improve robustness under shift, noise, or underspecification.",True,,True,high,Ensemble methods for uncertainty estimation and robustness,Ensemble-based uncertainty and robustness mitigation,train and deploy deep ensembles to improve uncertainty robustness | Train ensembles with varied random seeds to quantify underspecification before deployment | Perform multi-scale test-time evaluation by averaging predictions across scales | Deploy ensemble prediction averaging in production to mitigate overconfidence under dataset shift | Deploy inference-time neural network ensemble plurality voting to mitigate label-noise errors
intervention,17,42,Runtime control and coordination modules,"Deploy run-time mechanisms that condition, translate, override, or safely halt agent actions to improve cooperation, reliability, and operator control during execution.",True,,False,high,,Runtime control and coordination modules,deploy self-triggered robustness-surrogate communication protocol during MARL execution | Deploy cooperative delegate agents in collective-risk platforms | Deploy retrieval-augmented generation pipelines at inference time to mitigate hallucinations | integrate imaginary play execution module into deployed agents to handle communication outages | Deploy selective advising policies in operational AI decision support systems
intervention,18,53,Critique-guided fine-tuning and human feedback,"Train models with textual critiques, expert demonstrations, and human-in-the-loop oversight to improve outputs and alignment during fine-tuning.",True,,True,medium,"Critique-guided fine-tuning, human feedback, and IDA-style alignment training",Critique-guided fine-tuning and human feedback,Fine-tune models jointly for task and critique generation to assist human evaluation | Fine-tune language models with language feedback signals to align with human preferences | Fine-tune language models using language feedback instead of scalar rewards | Fine-tune models via iterated distillation and amplification to maintain alignment | Deploy model-assisted human-in-the-loop feedback workflow in fine-tuning of language models
